id,prompt,BLIPScore
110_A punk rock squirrel with a microphone_3_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,0.13
110_A punk rock squirrel with a microphone_4_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.03
110_a lily pad_0_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.56
110_a lily pad_1_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.07
110_a lily pad_2_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.35
110_a lily pad_3_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.79
110_a lily pad_4_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.39
110_a microphone_0_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.28
110_a microphone_1_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,0.16
110_a microphone_2_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.26
110_a microphone_3_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.08
110_a microphone_4_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.29
110_A punk rock squirrel_0_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,-0.33
110_A punk rock squirrel_1_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,0.25
110_A punk rock squirrel_3_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,0.10
111-1-natural-image,A tree crashed into a red car on the side of a street.,-0.80
111-2-natural-image,A tree crashed into a red car on the side of a street.,-0.76
111-3-natural-image,A tree crashed into a red car on the side of a street.,-0.67
111-4-natural-image,A tree crashed into a red car on the side of a street.,-0.58
111-5-natural-image,A tree crashed into a red car on the side of a street.,0.05
111-6-natural-image,A tree crashed into a red car on the side of a street.,-1.12
112-1-natural-image,A gray cat sleeping on a cozy white bed.,-0.69
112-2-natural-image,A gray cat sleeping on a cozy white bed.,-0.90
112-3-natural-image,A gray cat sleeping on a cozy white bed.,-0.83
112-4-natural-image,A gray cat sleeping on a cozy white bed.,-0.39
112-5-natural-image,A gray cat sleeping on a cozy white bed.,-1.10
112-6-natural-image,A gray cat sleeping on a cozy white bed.,-1.21
113-1-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,-0.57
113-2-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,-0.51
113-3-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,-0.00
113-4-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,-0.09
113-5-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,-0.49
113-6-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,-0.48
114-1-natural-image,A happy young woman eating a tasty orange donut.,-0.52
114-2-natural-image,A happy young woman eating a tasty orange donut.,-0.25
114-3-natural-image,A happy young woman eating a tasty orange donut.,0.02
114-4-natural-image,A happy young woman eating a tasty orange donut.,-1.16
114-5-natural-image,A happy young woman eating a tasty orange donut.,0.24
114-6-natural-image,A happy young woman eating a tasty orange donut.,0.02
115-1-natural-image,A birthday dog with a red party hat in front of three colored balloons.,-0.14
115-2-natural-image,A birthday dog with a red party hat in front of three colored balloons.,-0.82
115-3-natural-image,A birthday dog with a red party hat in front of three colored balloons.,-0.16
115-4-natural-image,A birthday dog with a red party hat in front of three colored balloons.,-0.93
115-5-natural-image,A birthday dog with a red party hat in front of three colored balloons.,-0.49
115-6-natural-image,A birthday dog with a red party hat in front of three colored balloons.,-0.66
118-1-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,0.38
118-2-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,0.24
118-3-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,0.77
118-4-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,0.14
118-5-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,-0.25
118-6-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,-0.32
119-1-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,-0.80
119-2-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,-0.93
119-3-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,-0.59
119-4-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,-0.68
119-5-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,-0.45
119-6-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,-0.56
120-1-natural-image,A happy young woman with a suitcase and her passport in an airport.,0.34
120-2-natural-image,A happy young woman with a suitcase and her passport in an airport.,-0.36
120-3-natural-image,A happy young woman with a suitcase and her passport in an airport.,0.32
120-4-natural-image,A happy young woman with a suitcase and her passport in an airport.,0.06
120-5-natural-image,A happy young woman with a suitcase and her passport in an airport.,0.03
120-6-natural-image,A happy young woman with a suitcase and her passport in an airport.,0.12
121-1-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,-0.26
121-2-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,-0.20
121-3-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,-1.08
121-4-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,0.04
121-5-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,-0.69
121-6-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,0.18
122-1-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,-0.21
122-2-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,0.21
122-3-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,0.34
122-4-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,0.11
122-5-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,-1.00
122-6-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,0.35
123-1-natural-image,A pink gift box decorated with a blue ribbon bow.,0.56
123-2-natural-image,A pink gift box decorated with a blue ribbon bow.,-0.06
123-3-natural-image,A pink gift box decorated with a blue ribbon bow.,-0.20
123-4-natural-image,A pink gift box decorated with a blue ribbon bow.,0.23
123-5-natural-image,A pink gift box decorated with a blue ribbon bow.,0.70
123-6-natural-image,A pink gift box decorated with a blue ribbon bow.,0.50
124-1-natural-image,A boy with a hat putting a hat on his dog's head.,-0.30
124-2-natural-image,A boy with a hat putting a hat on his dog's head.,0.70
124-3-natural-image,A boy with a hat putting a hat on his dog's head.,0.49
124-4-natural-image,A boy with a hat putting a hat on his dog's head.,-0.05
124-5-natural-image,A boy with a hat putting a hat on his dog's head.,0.28
124-6-natural-image,A boy with a hat putting a hat on his dog's head.,0.33
125-1-natural-image,Two little girls playing with wooden toys.,-0.53
125-2-natural-image,Two little girls playing with wooden toys.,0.23
125-3-natural-image,Two little girls playing with wooden toys.,0.74
125-4-natural-image,Two little girls playing with wooden toys.,-0.02
125-5-natural-image,Two little girls playing with wooden toys.,-0.28
125-6-natural-image,Two little girls playing with wooden toys.,0.33
126-1-natural-image,A plate with a steak French fries and cherry tomatoes.,0.46
126-2-natural-image,A plate with a steak French fries and cherry tomatoes.,-0.09
126-3-natural-image,A plate with a steak French fries and cherry tomatoes.,-0.04
126-4-natural-image,A plate with a steak French fries and cherry tomatoes.,-0.62
126-5-natural-image,A plate with a steak French fries and cherry tomatoes.,-0.86
126-6-natural-image,A plate with a steak French fries and cherry tomatoes.,-0.11
127-1-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,-1.04
127-2-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,-0.26
127-3-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,0.70
127-4-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,-0.15
127-5-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,-0.41
127-6-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,0.07
128-1-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,-0.58
128-2-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,-0.64
128-3-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,-0.62
128-4-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,-0.81
128-5-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,-0.33
128-6-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,-1.35
129-1-natural-image,A heart-shaped pancake on a circular plate.,-0.15
129-2-natural-image,A heart-shaped pancake on a circular plate.,0.03
129-3-natural-image,A heart-shaped pancake on a circular plate.,-0.03
129-4-natural-image,A heart-shaped pancake on a circular plate.,-0.48
129-5-natural-image,A heart-shaped pancake on a circular plate.,0.28
129-6-natural-image,A heart-shaped pancake on a circular plate.,-0.22
130-1-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,-0.79
130-2-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,-0.34
130-3-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,0.08
130-4-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,0.42
130-5-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,0.37
130-6-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,0.17
131-1-natural-image,A couple put packed boxes into their car.,0.13
131-2-natural-image,A couple put packed boxes into their car.,0.32
131-3-natural-image,A couple put packed boxes into their car.,0.21
131-4-natural-image,A couple put packed boxes into their car.,0.14
131-5-natural-image,A couple put packed boxes into their car.,0.16
131-6-natural-image,A couple put packed boxes into their car.,-0.23
132-1-natural-image,A beautiful orange-feathered bird in a leafy green tree.,-0.81
132-2-natural-image,A beautiful orange-feathered bird in a leafy green tree.,-0.59
132-3-natural-image,A beautiful orange-feathered bird in a leafy green tree.,-0.49
132-4-natural-image,A beautiful orange-feathered bird in a leafy green tree.,-0.36
132-5-natural-image,A beautiful orange-feathered bird in a leafy green tree.,-0.49
132-6-natural-image,A beautiful orange-feathered bird in a leafy green tree.,-0.31
133-1-natural-image,A black cat lying on the car hood.,-0.41
133-2-natural-image,A black cat lying on the car hood.,-0.39
133-3-natural-image,A black cat lying on the car hood.,-0.60
133-4-natural-image,A black cat lying on the car hood.,-0.56
133-5-natural-image,A black cat lying on the car hood.,-0.24
133-6-natural-image,A black cat lying on the car hood.,-0.94
134-1-natural-image,A smart boy solving a math problem on the chalkboard.,0.02
134-2-natural-image,A smart boy solving a math problem on the chalkboard.,0.67
134-3-natural-image,A smart boy solving a math problem on the chalkboard.,0.48
134-4-natural-image,A smart boy solving a math problem on the chalkboard.,-0.21
134-5-natural-image,A smart boy solving a math problem on the chalkboard.,0.10
134-6-natural-image,A smart boy solving a math problem on the chalkboard.,0.37
135-1-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,-0.73
135-2-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,-1.25
135-3-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,-0.89
135-4-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,-0.22
135-5-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,-0.81
135-6-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,-0.85
136-1-synthetic-image,A gray elephant and a pink flamingo.,-0.22
136-2-synthetic-image,A gray elephant and a pink flamingo.,-0.69
136-3-synthetic-image,A gray elephant and a pink flamingo.,-1.26
136-4-synthetic-image,A gray elephant and a pink flamingo.,-0.34
136-5-synthetic-image,A gray elephant and a pink flamingo.,-0.56
137-1-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,0.26
137-2-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,-0.27
137-3-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,0.60
137-4-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,0.29
137-5-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,-0.19
138-1-synthetic-image,A golden clock and a red car.,0.42
138-2-synthetic-image,A golden clock and a red car.,-0.22
138-3-synthetic-image,A golden clock and a red car.,-0.37
138-4-synthetic-image,A golden clock and a red car.,-0.22
138-5-synthetic-image,A golden clock and a red car.,-0.32
139-1-synthetic-image,A red car and a brown elephant.,-0.39
139-2-synthetic-image,A red car and a brown elephant.,-0.46
139-3-synthetic-image,A red car and a brown elephant.,-0.55
139-4-synthetic-image,A red car and a brown elephant.,-0.47
139-5-synthetic-image,A red car and a brown elephant.,-0.32
140-1-synthetic-image,A red hat and a red apple.,-0.42
140-2-synthetic-image,A red hat and a red apple.,-0.41
140-3-synthetic-image,A red hat and a red apple.,-0.19
140-4-synthetic-image,A red hat and a red apple.,-0.02
140-5-synthetic-image,A red hat and a red apple.,-0.39
141-1-synthetic-image,A black suitcase near a gray car.,0.06
141-2-synthetic-image,A black suitcase near a gray car.,0.07
141-3-synthetic-image,A black suitcase near a gray car.,0.21
141-4-synthetic-image,A black suitcase near a gray car.,-0.38
141-5-synthetic-image,A black suitcase near a gray car.,0.01
146_a girl with red hair_0,a girl with red hair,-0.67
146_a girl with red hair_1,a girl with red hair,-0.52
146_a girl with red hair_2,a girl with red hair,-0.73
146_a girl with red hair_3,a girl with red hair,-0.40
146_a girl with red hair_4,a girl with red hair,-0.52
147_a man cooking potatoes_0,a man cooking potatoes,0.26
147_a man cooking potatoes_1,a man cooking potatoes,0.85
147_a man cooking potatoes_2,a man cooking potatoes,-0.00
147_a man cooking potatoes_3,a man cooking potatoes,0.15
147_a man cooking potatoes_4,a man cooking potatoes,-0.36
148_a girl sleeping_0,a girl sleeping,-0.39
148_a girl sleeping_1,a girl sleeping,-0.39
148_a girl sleeping_2,a girl sleeping,-0.58
148_a girl sleeping_3,a girl sleeping,-0.85
148_a girl sleeping_4,a girl sleeping,-0.57
149_a girl and a man_0,a girl and a man,-0.85
149_a girl and a man_1,a girl and a man,0.28
149_a girl and a man_2,a girl and a man,-0.35
149_a girl and a man_3,a girl and a man,-0.44
149_a girl and a man_4,a girl and a man,-0.14
150_a baby girl with red hair and an old man with white hair_0,a baby girl with red hair and an old man with white hair,-0.01
150_a baby girl with red hair and an old man with white hair_1,a baby girl with red hair and an old man with white hair,-0.86
150_a baby girl with red hair and an old man with white hair_2,a baby girl with red hair and an old man with white hair,-0.20
150_a baby girl with red hair and an old man with white hair_3,a baby girl with red hair and an old man with white hair,-0.50
150_a baby girl with red hair and an old man with white hair_4,a baby girl with red hair and an old man with white hair,-0.26
151_a girl with red hair sleeping on a couch_0,a girl with red hair sleeping on a couch,-0.36
151_a girl with red hair sleeping on a couch_1,a girl with red hair sleeping on a couch,-0.67
151_a girl with red hair sleeping on a couch_2,a girl with red hair sleeping on a couch,-0.58
151_a girl with red hair sleeping on a couch_3,a girl with red hair sleeping on a couch,0.19
151_a girl with red hair sleeping on a couch_4,a girl with red hair sleeping on a couch,-0.65
152_an old man with white hair_0,an old man with white hair,0.54
152_an old man with white hair_1,an old man with white hair,0.18
152_an old man with white hair_2,an old man with white hair,0.20
152_an old man with white hair_3,an old man with white hair,-0.67
152_an old man with white hair_4,an old man with white hair,0.11
153_an old man cooking potatoes_0,an old man cooking potatoes,0.16
153_an old man cooking potatoes_1,an old man cooking potatoes,-0.11
153_an old man cooking potatoes_2,an old man cooking potatoes,0.28
153_an old man cooking potatoes_3,an old man cooking potatoes,0.07
153_an old man cooking potatoes_4,an old man cooking potatoes,-0.19
154_a girl with red hair and a man with white hair_0,a girl with red hair and a man with white hair,-0.17
154_a girl with red hair and a man with white hair_1,a girl with red hair and a man with white hair,-0.24
154_a girl with red hair and a man with white hair_2,a girl with red hair and a man with white hair,-0.07
154_a girl with red hair and a man with white hair_3,a girl with red hair and a man with white hair,-0.60
154_a girl with red hair and a man with white hair_4,a girl with red hair and a man with white hair,-0.27
155_an old man with white hair cooking potatoes_0,an old man with white hair cooking potatoes,0.18
155_an old man with white hair cooking potatoes_1,an old man with white hair cooking potatoes,-0.54
155_an old man with white hair cooking potatoes_2,an old man with white hair cooking potatoes,-0.35
155_an old man with white hair cooking potatoes_3,an old man with white hair cooking potatoes,-0.05
155_an old man with white hair cooking potatoes_4,an old man with white hair cooking potatoes,-0.01
156_a girl sleeping on a couch_0,a girl sleeping on a couch,-0.18
156_a girl sleeping on a couch_1,a girl sleeping on a couch,-0.77
156_a girl sleeping on a couch_2,a girl sleeping on a couch,-0.45
156_a girl sleeping on a couch_3,a girl sleeping on a couch,-0.13
156_a girl sleeping on a couch_4,a girl sleeping on a couch,-0.32
157_a man with white hair cooking potatoes_0,a man with white hair cooking potatoes,0.28
157_a man with white hair cooking potatoes_1,a man with white hair cooking potatoes,-0.33
157_a man with white hair cooking potatoes_2,a man with white hair cooking potatoes,-0.41
157_a man with white hair cooking potatoes_3,a man with white hair cooking potatoes,0.24
157_a man with white hair cooking potatoes_4,a man with white hair cooking potatoes,-0.56
158_a man with white hair_0,a man with white hair,0.11
158_a man with white hair_1,a man with white hair,0.83
158_a man with white hair_2,a man with white hair,-0.07
158_a man with white hair_3,a man with white hair,-0.11
158_a man with white hair_4,a man with white hair,-0.17
159_a man cooking_0,a man cooking,-0.12
159_a man cooking_1,a man cooking,-0.10
159_a man cooking_2,a man cooking,0.69
159_a man cooking_3,a man cooking,-0.19
159_a man cooking_4,a man cooking,0.69
160_a girl_0,a girl,-0.67
160_a girl_1,a girl,-0.96
160_a girl_2,a girl,-0.48
160_a girl_3,a girl,-0.67
160_a girl_4,a girl,-0.41
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_0,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,-0.14
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_1,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,-0.65
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_2,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,-0.27
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_3,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,0.36
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_4,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,0.10
162_a baby girl sleeping on a couch and an old man cooking potatoes_0,a baby girl sleeping on a couch and an old man cooking potatoes,0.40
162_a baby girl sleeping on a couch and an old man cooking potatoes_1,a baby girl sleeping on a couch and an old man cooking potatoes,-0.02
162_a baby girl sleeping on a couch and an old man cooking potatoes_2,a baby girl sleeping on a couch and an old man cooking potatoes,-0.79
162_a baby girl sleeping on a couch and an old man cooking potatoes_3,a baby girl sleeping on a couch and an old man cooking potatoes,-0.21
162_a baby girl sleeping on a couch and an old man cooking potatoes_4,a baby girl sleeping on a couch and an old man cooking potatoes,-0.16
163_a baby girl with red hair_0,a baby girl with red hair,0.16
163_a baby girl with red hair_1,a baby girl with red hair,-0.42
163_a baby girl with red hair_2,a baby girl with red hair,0.20
163_a baby girl with red hair_3,a baby girl with red hair,0.13
163_a baby girl with red hair_4,a baby girl with red hair,0.15
164_a baby girl sleeping and an old man cooking_0,a baby girl sleeping and an old man cooking,0.04
164_a baby girl sleeping and an old man cooking_1,a baby girl sleeping and an old man cooking,0.19
164_a baby girl sleeping and an old man cooking_2,a baby girl sleeping and an old man cooking,-1.24
164_a baby girl sleeping and an old man cooking_3,a baby girl sleeping and an old man cooking,-0.38
164_a baby girl sleeping and an old man cooking_4,a baby girl sleeping and an old man cooking,-0.49
165_a photo of a cat reading_0,a photo of a cat reading,1.06
165_a photo of a cat reading_1,a photo of a cat reading,0.34
165_a photo of a cat reading_2,a photo of a cat reading,0.33
165_a photo of a cat reading_3,a photo of a cat reading,-0.37
165_a photo of a cat reading_4,a photo of a cat reading,0.18
166_a photo of a cat reading a book_0,a photo of a cat reading a book,0.84
166_a photo of a cat reading a book_1,a photo of a cat reading a book,0.35
166_a photo of a cat reading a book_2,a photo of a cat reading a book,0.31
166_a photo of a cat reading a book_3,a photo of a cat reading a book,0.04
166_a photo of a cat reading a book_4,a photo of a cat reading a book,0.09
167_a photo of a dog with blue eyes_0,a photo of a dog with blue eyes,-0.08
167_a photo of a dog with blue eyes_1,a photo of a dog with blue eyes,-0.34
167_a photo of a dog with blue eyes_2,a photo of a dog with blue eyes,-0.48
167_a photo of a dog with blue eyes_3,a photo of a dog with blue eyes,-0.47
167_a photo of a dog with blue eyes_4,a photo of a dog with blue eyes,0.07
168_a photo of a white dog with blue eyes_0,a photo of a white dog with blue eyes,-0.27
168_a photo of a white dog with blue eyes_1,a photo of a white dog with blue eyes,-0.04
168_a photo of a white dog with blue eyes_2,a photo of a white dog with blue eyes,-0.59
168_a photo of a white dog with blue eyes_3,a photo of a white dog with blue eyes,-0.48
168_a photo of a white dog with blue eyes_4,a photo of a white dog with blue eyes,-0.02
169_a photo of a white dog playing soccer_0,a photo of a white dog playing soccer,-0.16
169_a photo of a white dog playing soccer_1,a photo of a white dog playing soccer,0.13
169_a photo of a white dog playing soccer_2,a photo of a white dog playing soccer,0.21
169_a photo of a white dog playing soccer_3,a photo of a white dog playing soccer,-0.46
169_a photo of a white dog playing soccer_4,a photo of a white dog playing soccer,0.15
170_a photo of a dog playing soccer_0,a photo of a dog playing soccer,-0.48
170_a photo of a dog playing soccer_1,a photo of a dog playing soccer,-0.10
170_a photo of a dog playing soccer_2,a photo of a dog playing soccer,-0.67
170_a photo of a dog playing soccer_3,a photo of a dog playing soccer,0.01
170_a photo of a dog playing soccer_4,a photo of a dog playing soccer,0.03
171_a photo of a dog_0,a photo of a dog,-0.71
171_a photo of a dog_1,a photo of a dog,-0.59
171_a photo of a dog_2,a photo of a dog,-0.94
171_a photo of a dog_3,a photo of a dog,-0.73
171_a photo of a dog_4,a photo of a dog,-0.74
172_a photo of a dog playing_0,a photo of a dog playing,-0.55
172_a photo of a dog playing_1,a photo of a dog playing,-0.23
172_a photo of a dog playing_2,a photo of a dog playing,-0.30
172_a photo of a dog playing_3,a photo of a dog playing,-0.18
172_a photo of a dog playing_4,a photo of a dog playing,-0.11
173_a photo of a dog with blue eyes playing soccer_0,a photo of a dog with blue eyes playing soccer,-0.02
173_a photo of a dog with blue eyes playing soccer_1,a photo of a dog with blue eyes playing soccer,-0.18
173_a photo of a dog with blue eyes playing soccer_2,a photo of a dog with blue eyes playing soccer,0.02
173_a photo of a dog with blue eyes playing soccer_3,a photo of a dog with blue eyes playing soccer,-0.41
173_a photo of a dog with blue eyes playing soccer_4,a photo of a dog with blue eyes playing soccer,0.03
174_a photo of a white dog_0,a photo of a white dog,-0.62
174_a photo of a white dog_1,a photo of a white dog,-0.57
174_a photo of a white dog_2,a photo of a white dog,-0.54
174_a photo of a white dog_3,a photo of a white dog,-0.47
174_a photo of a white dog_4,a photo of a white dog,-0.61
175_a photo of a white dog with blue eyes playing soccer_0,a photo of a white dog with blue eyes playing soccer,-0.20
175_a photo of a white dog with blue eyes playing soccer_1,a photo of a white dog with blue eyes playing soccer,-0.04
175_a photo of a white dog with blue eyes playing soccer_2,a photo of a white dog with blue eyes playing soccer,-0.02
175_a photo of a white dog with blue eyes playing soccer_3,a photo of a white dog with blue eyes playing soccer,-0.03
175_a photo of a white dog with blue eyes playing soccer_4,a photo of a white dog with blue eyes playing soccer,-0.27
176_A squirrel standing on a bed._0,A squirrel standing on a bed.,0.33
176_A squirrel standing on a bed._1,A squirrel standing on a bed.,0.10
176_A squirrel standing on a bed._2,A squirrel standing on a bed.,0.14
176_A squirrel standing on a bed._3,A squirrel standing on a bed.,0.04
176_A squirrel standing on a bed._4,A squirrel standing on a bed.,-0.12
177_A cat standing on a table._0,A cat standing on a table.,-0.01
177_A cat standing on a table._1,A cat standing on a table.,-0.43
177_A cat standing on a table._2,A cat standing on a table.,-0.19
177_A cat standing on a table._3,A cat standing on a table.,-0.39
177_A cat standing on a table._4,A cat standing on a table.,-0.20
178_An elephant standing on a table._0,An elephant standing on a table.,0.11
178_An elephant standing on a table._1,An elephant standing on a table.,-0.31
178_An elephant standing on a table._2,An elephant standing on a table.,-0.56
178_An elephant standing on a table._3,An elephant standing on a table.,-0.50
178_An elephant standing on a table._4,An elephant standing on a table.,-0.29
179_A squirrel standing on a chair._0,A squirrel standing on a chair.,-0.07
179_A squirrel standing on a chair._1,A squirrel standing on a chair.,0.01
179_A squirrel standing on a chair._2,A squirrel standing on a chair.,0.20
179_A squirrel standing on a chair._3,A squirrel standing on a chair.,0.02
179_A squirrel standing on a chair._4,A squirrel standing on a chair.,0.31
180_A dog standing on the floor._0,A dog standing on the floor.,-0.74
180_A dog standing on the floor._1,A dog standing on the floor.,-0.23
180_A dog standing on the floor._2,A dog standing on the floor.,-0.64
180_A dog standing on the floor._3,A dog standing on the floor.,-0.31
180_A dog standing on the floor._4,A dog standing on the floor.,-0.40
181_A tiger standing on a bed._0,A tiger standing on a bed.,-0.10
181_A tiger standing on a bed._1,A tiger standing on a bed.,-0.45
181_A tiger standing on a bed._2,A tiger standing on a bed.,-0.44
181_A tiger standing on a bed._3,A tiger standing on a bed.,-0.47
181_A tiger standing on a bed._4,A tiger standing on a bed.,0.06
182_An elephant standing on the floor._0,An elephant standing on the floor.,-0.16
182_An elephant standing on the floor._1,An elephant standing on the floor.,-0.14
182_An elephant standing on the floor._2,An elephant standing on the floor.,-0.42
182_An elephant standing on the floor._3,An elephant standing on the floor.,-0.53
182_An elephant standing on the floor._4,An elephant standing on the floor.,-0.11
183_A lion standing on a bed._0,A lion standing on a bed.,-0.75
183_A lion standing on a bed._1,A lion standing on a bed.,-0.17
183_A lion standing on a bed._2,A lion standing on a bed.,0.07
183_A lion standing on a bed._3,A lion standing on a bed.,-0.26
183_A lion standing on a bed._4,A lion standing on a bed.,0.10
184_A lion standing on a chair._0,A lion standing on a chair.,-0.04
184_A lion standing on a chair._1,A lion standing on a chair.,0.15
184_A lion standing on a chair._2,A lion standing on a chair.,0.55
184_A lion standing on a chair._3,A lion standing on a chair.,0.38
184_A lion standing on a chair._4,A lion standing on a chair.,0.21
185_A cat standing on a bed._0,A cat standing on a bed.,-0.04
185_A cat standing on a bed._1,A cat standing on a bed.,-0.33
185_A cat standing on a bed._2,A cat standing on a bed.,-0.22
185_A cat standing on a bed._3,A cat standing on a bed.,-0.18
185_A cat standing on a bed._4,A cat standing on a bed.,-0.53
186_A lion standing on the floor._0,A lion standing on the floor.,0.35
186_A lion standing on the floor._1,A lion standing on the floor.,-0.18
186_A lion standing on the floor._2,A lion standing on the floor.,0.86
186_A lion standing on the floor._3,A lion standing on the floor.,0.65
186_A lion standing on the floor._4,A lion standing on the floor.,0.51
187_A dog standing on a table._0,A dog standing on a table.,-0.51
187_A dog standing on a table._1,A dog standing on a table.,-1.51
187_A dog standing on a table._2,A dog standing on a table.,-0.86
187_A dog standing on a table._3,A dog standing on a table.,-0.83
187_A dog standing on a table._4,A dog standing on a table.,-0.51
188_A lion standing on a table._0,A lion standing on a table.,0.26
188_A lion standing on a table._1,A lion standing on a table.,0.28
188_A lion standing on a table._2,A lion standing on a table.,0.34
188_A lion standing on a table._3,A lion standing on a table.,0.17
188_A lion standing on a table._4,A lion standing on a table.,0.69
189_A squirrel standing on a table._0,A squirrel standing on a table.,1.39
189_A squirrel standing on a table._1,A squirrel standing on a table.,0.39
189_A squirrel standing on a table._2,A squirrel standing on a table.,0.71
189_A squirrel standing on a table._3,A squirrel standing on a table.,0.66
189_A squirrel standing on a table._4,A squirrel standing on a table.,0.38
190_A tiger standing on the floor._0,A tiger standing on the floor.,-0.23
190_A tiger standing on the floor._1,A tiger standing on the floor.,-0.14
190_A tiger standing on the floor._2,A tiger standing on the floor.,-0.04
190_A tiger standing on the floor._3,A tiger standing on the floor.,0.09
190_A tiger standing on the floor._4,A tiger standing on the floor.,-0.26
