id,prompt,CLIPScore
110_A punk rock squirrel with a microphone_0_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,32.42
110_A punk rock squirrel with a microphone_1_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,32.99
110_A punk rock squirrel with a microphone_2_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,31.94
110_A punk rock squirrel with a microphone_3_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,30.45
110_A punk rock squirrel with a microphone_4_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,31.90
110_a lily pad_0_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,22.97
110_a lily pad_1_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,24.40
110_a lily pad_2_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,21.24
110_a lily pad_3_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,22.84
110_a lily pad_4_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,21.98
110_a microphone_0_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,20.09
110_a microphone_1_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,19.27
110_a microphone_2_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,19.35
110_a microphone_3_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,19.53
110_a microphone_4_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,18.50
110_A punk rock squirrel_0_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,28.21
110_A punk rock squirrel_1_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,28.00
110_A punk rock squirrel_3_dalle_v2,A punk rock squirrel with a microphone while standing on a lily pad,28.15
111-1-natural-image,A tree crashed into a red car on the side of a street.,32.91
111-2-natural-image,A tree crashed into a red car on the side of a street.,31.69
111-3-natural-image,A tree crashed into a red car on the side of a street.,26.55
111-4-natural-image,A tree crashed into a red car on the side of a street.,26.84
111-5-natural-image,A tree crashed into a red car on the side of a street.,27.58
111-6-natural-image,A tree crashed into a red car on the side of a street.,24.25
112-1-natural-image,A gray cat sleeping on a cozy white bed.,32.37
112-2-natural-image,A gray cat sleeping on a cozy white bed.,25.52
112-3-natural-image,A gray cat sleeping on a cozy white bed.,31.32
112-4-natural-image,A gray cat sleeping on a cozy white bed.,25.07
112-5-natural-image,A gray cat sleeping on a cozy white bed.,23.76
112-6-natural-image,A gray cat sleeping on a cozy white bed.,19.38
113-1-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,30.52
113-2-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,31.67
113-3-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,30.11
113-4-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,31.55
113-5-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,28.87
113-6-natural-image,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,30.59
114-1-natural-image,A happy young woman eating a tasty orange donut.,34.60
114-2-natural-image,A happy young woman eating a tasty orange donut.,32.32
114-3-natural-image,A happy young woman eating a tasty orange donut.,30.63
114-4-natural-image,A happy young woman eating a tasty orange donut.,33.04
114-5-natural-image,A happy young woman eating a tasty orange donut.,25.88
114-6-natural-image,A happy young woman eating a tasty orange donut.,26.37
115-1-natural-image,A birthday dog with a red party hat in front of three colored balloons.,34.96
115-2-natural-image,A birthday dog with a red party hat in front of three colored balloons.,24.68
115-3-natural-image,A birthday dog with a red party hat in front of three colored balloons.,28.08
115-4-natural-image,A birthday dog with a red party hat in front of three colored balloons.,29.77
115-5-natural-image,A birthday dog with a red party hat in front of three colored balloons.,29.40
115-6-natural-image,A birthday dog with a red party hat in front of three colored balloons.,29.27
118-1-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,32.67
118-2-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,32.03
118-3-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,27.03
118-4-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,28.95
118-5-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,31.16
118-6-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,24.22
119-1-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,31.13
119-2-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,31.48
119-3-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,32.10
119-4-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,30.11
119-5-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,29.01
119-6-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,23.76
120-1-natural-image,A happy young woman with a suitcase and her passport in an airport.,31.35
120-2-natural-image,A happy young woman with a suitcase and her passport in an airport.,28.38
120-3-natural-image,A happy young woman with a suitcase and her passport in an airport.,29.87
120-4-natural-image,A happy young woman with a suitcase and her passport in an airport.,23.62
120-5-natural-image,A happy young woman with a suitcase and her passport in an airport.,27.61
120-6-natural-image,A happy young woman with a suitcase and her passport in an airport.,27.38
121-1-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,31.98
121-2-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,30.95
121-3-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,30.65
121-4-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,22.97
121-5-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,28.52
121-6-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,30.50
122-1-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,36.24
122-2-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,31.90
122-3-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,34.79
122-4-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,33.80
122-5-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,29.36
122-6-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,23.98
123-1-natural-image,A pink gift box decorated with a blue ribbon bow.,32.12
123-2-natural-image,A pink gift box decorated with a blue ribbon bow.,30.79
123-3-natural-image,A pink gift box decorated with a blue ribbon bow.,35.17
123-4-natural-image,A pink gift box decorated with a blue ribbon bow.,27.93
123-5-natural-image,A pink gift box decorated with a blue ribbon bow.,30.29
123-6-natural-image,A pink gift box decorated with a blue ribbon bow.,31.57
124-1-natural-image,A boy with a hat putting a hat on his dog's head.,30.97
124-2-natural-image,A boy with a hat putting a hat on his dog's head.,30.39
124-3-natural-image,A boy with a hat putting a hat on his dog's head.,27.80
124-4-natural-image,A boy with a hat putting a hat on his dog's head.,31.79
124-5-natural-image,A boy with a hat putting a hat on his dog's head.,33.97
124-6-natural-image,A boy with a hat putting a hat on his dog's head.,27.95
125-1-natural-image,Two little girls playing with wooden toys.,27.42
125-2-natural-image,Two little girls playing with wooden toys.,29.87
125-3-natural-image,Two little girls playing with wooden toys.,28.33
125-4-natural-image,Two little girls playing with wooden toys.,30.74
125-5-natural-image,Two little girls playing with wooden toys.,29.26
125-6-natural-image,Two little girls playing with wooden toys.,27.84
126-1-natural-image,A plate with a steak French fries and cherry tomatoes.,30.76
126-2-natural-image,A plate with a steak French fries and cherry tomatoes.,25.55
126-3-natural-image,A plate with a steak French fries and cherry tomatoes.,28.72
126-4-natural-image,A plate with a steak French fries and cherry tomatoes.,20.36
126-5-natural-image,A plate with a steak French fries and cherry tomatoes.,25.73
126-6-natural-image,A plate with a steak French fries and cherry tomatoes.,20.47
127-1-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,35.46
127-2-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,28.16
127-3-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,25.16
127-4-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,26.56
127-5-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,24.75
127-6-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,25.38
128-1-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,30.90
128-2-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,28.47
128-3-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,27.02
128-4-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,26.59
128-5-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,32.19
128-6-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,23.38
129-1-natural-image,A heart-shaped pancake on a circular plate.,28.79
129-2-natural-image,A heart-shaped pancake on a circular plate.,18.31
129-3-natural-image,A heart-shaped pancake on a circular plate.,27.99
129-4-natural-image,A heart-shaped pancake on a circular plate.,29.30
129-5-natural-image,A heart-shaped pancake on a circular plate.,26.28
129-6-natural-image,A heart-shaped pancake on a circular plate.,23.48
130-1-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,32.83
130-2-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,31.87
130-3-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,28.05
130-4-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,27.18
130-5-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,27.41
130-6-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,26.00
131-1-natural-image,A couple put packed boxes into their car.,29.81
131-2-natural-image,A couple put packed boxes into their car.,29.40
131-3-natural-image,A couple put packed boxes into their car.,28.43
131-4-natural-image,A couple put packed boxes into their car.,26.71
131-5-natural-image,A couple put packed boxes into their car.,27.55
131-6-natural-image,A couple put packed boxes into their car.,25.68
132-1-natural-image,A beautiful orange-feathered bird in a leafy green tree.,34.26
132-2-natural-image,A beautiful orange-feathered bird in a leafy green tree.,30.00
132-3-natural-image,A beautiful orange-feathered bird in a leafy green tree.,26.76
132-4-natural-image,A beautiful orange-feathered bird in a leafy green tree.,28.45
132-5-natural-image,A beautiful orange-feathered bird in a leafy green tree.,24.32
132-6-natural-image,A beautiful orange-feathered bird in a leafy green tree.,26.34
133-1-natural-image,A black cat lying on the car hood.,29.33
133-2-natural-image,A black cat lying on the car hood.,28.73
133-3-natural-image,A black cat lying on the car hood.,30.93
133-4-natural-image,A black cat lying on the car hood.,27.90
133-5-natural-image,A black cat lying on the car hood.,21.43
133-6-natural-image,A black cat lying on the car hood.,26.78
134-1-natural-image,A smart boy solving a math problem on the chalkboard.,29.33
134-2-natural-image,A smart boy solving a math problem on the chalkboard.,31.91
134-3-natural-image,A smart boy solving a math problem on the chalkboard.,28.81
134-4-natural-image,A smart boy solving a math problem on the chalkboard.,27.59
134-5-natural-image,A smart boy solving a math problem on the chalkboard.,27.13
134-6-natural-image,A smart boy solving a math problem on the chalkboard.,31.47
135-1-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,31.14
135-2-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,29.75
135-3-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,29.35
135-4-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,27.22
135-5-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,22.86
135-6-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,22.66
136-1-synthetic-image,A gray elephant and a pink flamingo.,28.17
136-2-synthetic-image,A gray elephant and a pink flamingo.,36.81
136-3-synthetic-image,A gray elephant and a pink flamingo.,38.58
136-4-synthetic-image,A gray elephant and a pink flamingo.,36.84
136-5-synthetic-image,A gray elephant and a pink flamingo.,30.51
137-1-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,32.59
137-2-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,30.75
137-3-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,27.11
137-4-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,33.80
137-5-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,29.86
138-1-synthetic-image,A golden clock and a red car.,27.64
138-2-synthetic-image,A golden clock and a red car.,31.68
138-3-synthetic-image,A golden clock and a red car.,29.51
138-4-synthetic-image,A golden clock and a red car.,30.93
138-5-synthetic-image,A golden clock and a red car.,29.59
139-1-synthetic-image,A red car and a brown elephant.,28.10
139-2-synthetic-image,A red car and a brown elephant.,26.25
139-3-synthetic-image,A red car and a brown elephant.,37.72
139-4-synthetic-image,A red car and a brown elephant.,34.91
139-5-synthetic-image,A red car and a brown elephant.,27.94
140-1-synthetic-image,A red hat and a red apple.,33.91
140-2-synthetic-image,A red hat and a red apple.,30.91
140-3-synthetic-image,A red hat and a red apple.,35.28
140-4-synthetic-image,A red hat and a red apple.,29.58
140-5-synthetic-image,A red hat and a red apple.,31.65
141-1-synthetic-image,A black suitcase near a gray car.,25.19
141-2-synthetic-image,A black suitcase near a gray car.,25.64
141-3-synthetic-image,A black suitcase near a gray car.,32.15
141-4-synthetic-image,A black suitcase near a gray car.,31.12
141-5-synthetic-image,A black suitcase near a gray car.,25.85
146_a girl with red hair_0,a girl with red hair,33.16
146_a girl with red hair_1,a girl with red hair,33.42
146_a girl with red hair_2,a girl with red hair,34.08
146_a girl with red hair_3,a girl with red hair,32.77
146_a girl with red hair_4,a girl with red hair,30.64
147_a man cooking potatoes_0,a man cooking potatoes,32.79
147_a man cooking potatoes_1,a man cooking potatoes,31.43
147_a man cooking potatoes_2,a man cooking potatoes,32.59
147_a man cooking potatoes_3,a man cooking potatoes,33.35
147_a man cooking potatoes_4,a man cooking potatoes,30.02
148_a girl sleeping_0,a girl sleeping,32.00
148_a girl sleeping_1,a girl sleeping,32.68
148_a girl sleeping_2,a girl sleeping,30.27
148_a girl sleeping_3,a girl sleeping,32.02
148_a girl sleeping_4,a girl sleeping,31.59
149_a girl and a man_0,a girl and a man,26.87
149_a girl and a man_1,a girl and a man,28.10
149_a girl and a man_2,a girl and a man,25.72
149_a girl and a man_3,a girl and a man,26.53
149_a girl and a man_4,a girl and a man,25.33
150_a baby girl with red hair and an old man with white hair_0,a baby girl with red hair and an old man with white hair,31.44
150_a baby girl with red hair and an old man with white hair_1,a baby girl with red hair and an old man with white hair,32.76
150_a baby girl with red hair and an old man with white hair_2,a baby girl with red hair and an old man with white hair,38.66
150_a baby girl with red hair and an old man with white hair_3,a baby girl with red hair and an old man with white hair,32.33
150_a baby girl with red hair and an old man with white hair_4,a baby girl with red hair and an old man with white hair,32.13
151_a girl with red hair sleeping on a couch_0,a girl with red hair sleeping on a couch,32.01
151_a girl with red hair sleeping on a couch_1,a girl with red hair sleeping on a couch,36.86
151_a girl with red hair sleeping on a couch_2,a girl with red hair sleeping on a couch,34.98
151_a girl with red hair sleeping on a couch_3,a girl with red hair sleeping on a couch,36.66
151_a girl with red hair sleeping on a couch_4,a girl with red hair sleeping on a couch,36.33
152_an old man with white hair_0,an old man with white hair,32.62
152_an old man with white hair_1,an old man with white hair,30.77
152_an old man with white hair_2,an old man with white hair,31.89
152_an old man with white hair_3,an old man with white hair,30.18
152_an old man with white hair_4,an old man with white hair,33.29
153_an old man cooking potatoes_0,an old man cooking potatoes,37.25
153_an old man cooking potatoes_1,an old man cooking potatoes,35.48
153_an old man cooking potatoes_2,an old man cooking potatoes,34.42
153_an old man cooking potatoes_3,an old man cooking potatoes,31.70
153_an old man cooking potatoes_4,an old man cooking potatoes,33.29
154_a girl with red hair and a man with white hair_0,a girl with red hair and a man with white hair,35.15
154_a girl with red hair and a man with white hair_1,a girl with red hair and a man with white hair,33.65
154_a girl with red hair and a man with white hair_2,a girl with red hair and a man with white hair,27.79
154_a girl with red hair and a man with white hair_3,a girl with red hair and a man with white hair,34.54
154_a girl with red hair and a man with white hair_4,a girl with red hair and a man with white hair,31.10
155_an old man with white hair cooking potatoes_0,an old man with white hair cooking potatoes,32.92
155_an old man with white hair cooking potatoes_1,an old man with white hair cooking potatoes,37.49
155_an old man with white hair cooking potatoes_2,an old man with white hair cooking potatoes,32.50
155_an old man with white hair cooking potatoes_3,an old man with white hair cooking potatoes,32.09
155_an old man with white hair cooking potatoes_4,an old man with white hair cooking potatoes,32.27
156_a girl sleeping on a couch_0,a girl sleeping on a couch,29.77
156_a girl sleeping on a couch_1,a girl sleeping on a couch,30.25
156_a girl sleeping on a couch_2,a girl sleeping on a couch,29.90
156_a girl sleeping on a couch_3,a girl sleeping on a couch,32.26
156_a girl sleeping on a couch_4,a girl sleeping on a couch,30.18
157_a man with white hair cooking potatoes_0,a man with white hair cooking potatoes,35.34
157_a man with white hair cooking potatoes_1,a man with white hair cooking potatoes,33.23
157_a man with white hair cooking potatoes_2,a man with white hair cooking potatoes,31.59
157_a man with white hair cooking potatoes_3,a man with white hair cooking potatoes,34.81
157_a man with white hair cooking potatoes_4,a man with white hair cooking potatoes,36.33
158_a man with white hair_0,a man with white hair,30.14
158_a man with white hair_1,a man with white hair,31.75
158_a man with white hair_2,a man with white hair,33.71
158_a man with white hair_3,a man with white hair,32.06
158_a man with white hair_4,a man with white hair,32.86
159_a man cooking_0,a man cooking,31.14
159_a man cooking_1,a man cooking,28.92
159_a man cooking_2,a man cooking,30.53
159_a man cooking_3,a man cooking,29.99
159_a man cooking_4,a man cooking,28.97
160_a girl_0,a girl,18.13
160_a girl_1,a girl,28.67
160_a girl_2,a girl,17.18
160_a girl_3,a girl,14.99
160_a girl_4,a girl,26.14
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_0,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,36.02
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_1,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,34.10
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_2,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,33.21
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_3,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,32.28
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_4,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,28.53
162_a baby girl sleeping on a couch and an old man cooking potatoes_0,a baby girl sleeping on a couch and an old man cooking potatoes,31.05
162_a baby girl sleeping on a couch and an old man cooking potatoes_1,a baby girl sleeping on a couch and an old man cooking potatoes,26.99
162_a baby girl sleeping on a couch and an old man cooking potatoes_2,a baby girl sleeping on a couch and an old man cooking potatoes,29.74
162_a baby girl sleeping on a couch and an old man cooking potatoes_3,a baby girl sleeping on a couch and an old man cooking potatoes,29.28
162_a baby girl sleeping on a couch and an old man cooking potatoes_4,a baby girl sleeping on a couch and an old man cooking potatoes,27.48
163_a baby girl with red hair_0,a baby girl with red hair,31.40
163_a baby girl with red hair_1,a baby girl with red hair,30.17
163_a baby girl with red hair_2,a baby girl with red hair,32.98
163_a baby girl with red hair_3,a baby girl with red hair,31.77
163_a baby girl with red hair_4,a baby girl with red hair,31.78
164_a baby girl sleeping and an old man cooking_0,a baby girl sleeping and an old man cooking,22.86
164_a baby girl sleeping and an old man cooking_1,a baby girl sleeping and an old man cooking,30.79
164_a baby girl sleeping and an old man cooking_2,a baby girl sleeping and an old man cooking,28.89
164_a baby girl sleeping and an old man cooking_3,a baby girl sleeping and an old man cooking,26.69
164_a baby girl sleeping and an old man cooking_4,a baby girl sleeping and an old man cooking,28.93
165_a photo of a cat reading_0,a photo of a cat reading,33.44
165_a photo of a cat reading_1,a photo of a cat reading,32.84
165_a photo of a cat reading_2,a photo of a cat reading,32.56
165_a photo of a cat reading_3,a photo of a cat reading,32.54
165_a photo of a cat reading_4,a photo of a cat reading,32.98
166_a photo of a cat reading a book_0,a photo of a cat reading a book,32.93
166_a photo of a cat reading a book_1,a photo of a cat reading a book,33.16
166_a photo of a cat reading a book_2,a photo of a cat reading a book,32.87
166_a photo of a cat reading a book_3,a photo of a cat reading a book,32.16
166_a photo of a cat reading a book_4,a photo of a cat reading a book,32.90
167_a photo of a dog with blue eyes_0,a photo of a dog with blue eyes,36.72
167_a photo of a dog with blue eyes_1,a photo of a dog with blue eyes,33.58
167_a photo of a dog with blue eyes_2,a photo of a dog with blue eyes,35.16
167_a photo of a dog with blue eyes_3,a photo of a dog with blue eyes,35.82
167_a photo of a dog with blue eyes_4,a photo of a dog with blue eyes,34.43
168_a photo of a white dog with blue eyes_0,a photo of a white dog with blue eyes,37.79
168_a photo of a white dog with blue eyes_1,a photo of a white dog with blue eyes,35.45
168_a photo of a white dog with blue eyes_2,a photo of a white dog with blue eyes,37.78
168_a photo of a white dog with blue eyes_3,a photo of a white dog with blue eyes,36.79
168_a photo of a white dog with blue eyes_4,a photo of a white dog with blue eyes,36.30
169_a photo of a white dog playing soccer_0,a photo of a white dog playing soccer,37.40
169_a photo of a white dog playing soccer_1,a photo of a white dog playing soccer,36.34
169_a photo of a white dog playing soccer_2,a photo of a white dog playing soccer,37.03
169_a photo of a white dog playing soccer_3,a photo of a white dog playing soccer,31.94
169_a photo of a white dog playing soccer_4,a photo of a white dog playing soccer,37.64
170_a photo of a dog playing soccer_0,a photo of a dog playing soccer,33.15
170_a photo of a dog playing soccer_1,a photo of a dog playing soccer,33.87
170_a photo of a dog playing soccer_2,a photo of a dog playing soccer,34.11
170_a photo of a dog playing soccer_3,a photo of a dog playing soccer,31.55
170_a photo of a dog playing soccer_4,a photo of a dog playing soccer,33.20
171_a photo of a dog_0,a photo of a dog,28.92
171_a photo of a dog_1,a photo of a dog,27.42
171_a photo of a dog_2,a photo of a dog,28.71
171_a photo of a dog_3,a photo of a dog,28.86
171_a photo of a dog_4,a photo of a dog,27.69
172_a photo of a dog playing_0,a photo of a dog playing,30.41
172_a photo of a dog playing_1,a photo of a dog playing,30.34
172_a photo of a dog playing_2,a photo of a dog playing,30.61
172_a photo of a dog playing_3,a photo of a dog playing,30.08
172_a photo of a dog playing_4,a photo of a dog playing,30.64
173_a photo of a dog with blue eyes playing soccer_0,a photo of a dog with blue eyes playing soccer,34.19
173_a photo of a dog with blue eyes playing soccer_1,a photo of a dog with blue eyes playing soccer,35.12
173_a photo of a dog with blue eyes playing soccer_2,a photo of a dog with blue eyes playing soccer,34.27
173_a photo of a dog with blue eyes playing soccer_3,a photo of a dog with blue eyes playing soccer,36.19
173_a photo of a dog with blue eyes playing soccer_4,a photo of a dog with blue eyes playing soccer,34.77
174_a photo of a white dog_0,a photo of a white dog,32.90
174_a photo of a white dog_1,a photo of a white dog,31.49
174_a photo of a white dog_2,a photo of a white dog,29.37
174_a photo of a white dog_3,a photo of a white dog,33.76
174_a photo of a white dog_4,a photo of a white dog,32.35
175_a photo of a white dog with blue eyes playing soccer_0,a photo of a white dog with blue eyes playing soccer,37.46
175_a photo of a white dog with blue eyes playing soccer_1,a photo of a white dog with blue eyes playing soccer,38.15
175_a photo of a white dog with blue eyes playing soccer_2,a photo of a white dog with blue eyes playing soccer,36.27
175_a photo of a white dog with blue eyes playing soccer_3,a photo of a white dog with blue eyes playing soccer,37.87
175_a photo of a white dog with blue eyes playing soccer_4,a photo of a white dog with blue eyes playing soccer,39.11
176_A squirrel standing on a bed._0,A squirrel standing on a bed.,30.77
176_A squirrel standing on a bed._1,A squirrel standing on a bed.,35.66
176_A squirrel standing on a bed._2,A squirrel standing on a bed.,32.77
176_A squirrel standing on a bed._3,A squirrel standing on a bed.,33.30
176_A squirrel standing on a bed._4,A squirrel standing on a bed.,31.91
177_A cat standing on a table._0,A cat standing on a table.,32.24
177_A cat standing on a table._1,A cat standing on a table.,32.92
177_A cat standing on a table._2,A cat standing on a table.,30.39
177_A cat standing on a table._3,A cat standing on a table.,30.97
177_A cat standing on a table._4,A cat standing on a table.,31.21
178_An elephant standing on a table._0,An elephant standing on a table.,31.77
178_An elephant standing on a table._1,An elephant standing on a table.,30.05
178_An elephant standing on a table._2,An elephant standing on a table.,29.93
178_An elephant standing on a table._3,An elephant standing on a table.,30.68
178_An elephant standing on a table._4,An elephant standing on a table.,32.98
179_A squirrel standing on a chair._0,A squirrel standing on a chair.,35.18
179_A squirrel standing on a chair._1,A squirrel standing on a chair.,36.27
179_A squirrel standing on a chair._2,A squirrel standing on a chair.,31.50
179_A squirrel standing on a chair._3,A squirrel standing on a chair.,33.49
179_A squirrel standing on a chair._4,A squirrel standing on a chair.,35.02
180_A dog standing on the floor._0,A dog standing on the floor.,27.17
180_A dog standing on the floor._1,A dog standing on the floor.,29.71
180_A dog standing on the floor._2,A dog standing on the floor.,25.94
180_A dog standing on the floor._3,A dog standing on the floor.,30.10
180_A dog standing on the floor._4,A dog standing on the floor.,29.56
181_A tiger standing on a bed._0,A tiger standing on a bed.,35.55
181_A tiger standing on a bed._1,A tiger standing on a bed.,31.53
181_A tiger standing on a bed._2,A tiger standing on a bed.,36.03
181_A tiger standing on a bed._3,A tiger standing on a bed.,33.91
181_A tiger standing on a bed._4,A tiger standing on a bed.,33.62
182_An elephant standing on the floor._0,An elephant standing on the floor.,33.49
182_An elephant standing on the floor._1,An elephant standing on the floor.,30.04
182_An elephant standing on the floor._2,An elephant standing on the floor.,32.23
182_An elephant standing on the floor._3,An elephant standing on the floor.,31.11
182_An elephant standing on the floor._4,An elephant standing on the floor.,31.53
183_A lion standing on a bed._0,A lion standing on a bed.,27.74
183_A lion standing on a bed._1,A lion standing on a bed.,33.63
183_A lion standing on a bed._2,A lion standing on a bed.,31.33
183_A lion standing on a bed._3,A lion standing on a bed.,34.96
183_A lion standing on a bed._4,A lion standing on a bed.,36.07
184_A lion standing on a chair._0,A lion standing on a chair.,34.20
184_A lion standing on a chair._1,A lion standing on a chair.,34.46
184_A lion standing on a chair._2,A lion standing on a chair.,29.68
184_A lion standing on a chair._3,A lion standing on a chair.,33.84
184_A lion standing on a chair._4,A lion standing on a chair.,34.59
185_A cat standing on a bed._0,A cat standing on a bed.,31.21
185_A cat standing on a bed._1,A cat standing on a bed.,31.50
185_A cat standing on a bed._2,A cat standing on a bed.,31.52
185_A cat standing on a bed._3,A cat standing on a bed.,29.25
185_A cat standing on a bed._4,A cat standing on a bed.,31.95
186_A lion standing on the floor._0,A lion standing on the floor.,29.18
186_A lion standing on the floor._1,A lion standing on the floor.,29.28
186_A lion standing on the floor._2,A lion standing on the floor.,30.72
186_A lion standing on the floor._3,A lion standing on the floor.,30.47
186_A lion standing on the floor._4,A lion standing on the floor.,29.45
187_A dog standing on a table._0,A dog standing on a table.,30.67
187_A dog standing on a table._1,A dog standing on a table.,34.44
187_A dog standing on a table._2,A dog standing on a table.,33.08
187_A dog standing on a table._3,A dog standing on a table.,31.36
187_A dog standing on a table._4,A dog standing on a table.,32.18
188_A lion standing on a table._0,A lion standing on a table.,30.84
188_A lion standing on a table._1,A lion standing on a table.,30.72
188_A lion standing on a table._2,A lion standing on a table.,30.25
188_A lion standing on a table._3,A lion standing on a table.,33.17
188_A lion standing on a table._4,A lion standing on a table.,31.61
189_A squirrel standing on a table._0,A squirrel standing on a table.,29.70
189_A squirrel standing on a table._1,A squirrel standing on a table.,33.17
189_A squirrel standing on a table._2,A squirrel standing on a table.,29.61
189_A squirrel standing on a table._3,A squirrel standing on a table.,29.51
189_A squirrel standing on a table._4,A squirrel standing on a table.,31.05
190_A tiger standing on the floor._0,A tiger standing on the floor.,31.90
190_A tiger standing on the floor._1,A tiger standing on the floor.,34.30
190_A tiger standing on the floor._2,A tiger standing on the floor.,31.49
190_A tiger standing on the floor._3,A tiger standing on the floor.,32.35
190_A tiger standing on the floor._4,A tiger standing on the floor.,31.61
191_A cat standing on a chair._0,A cat standing on a chair.,33.77
191_A cat standing on a chair._1,A cat standing on a chair.,35.29
191_A cat standing on a chair._2,A cat standing on a chair.,33.36
