id,prompt,question_id,question,choices,answer
124,A boy with a hat putting a hat on his dog's head.,2,is there a hat?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,3,what is the boy putting on the dog's head?,hat|scarf|glasses|bow,hat
124,A boy with a hat putting a hat on his dog's head.,4,is this a dog?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,5,what animal is in the picture?,dog|cat|bird|fish,dog
124,A boy with a hat putting a hat on his dog's head.,6,is the boy putting a hat on the dog's head?,yes|no,yes
125,Two little girls playing with wooden toys.,0,are there girls?,yes|no,yes
125,Two little girls playing with wooden toys.,1,who is playing with wooden toys?,girls|boys|men|women,girls
125,Two little girls playing with wooden toys.,2,are there wooden toys?,yes|no,yes
125,Two little girls playing with wooden toys.,3,what type of toys are the girls playing with?,wooden toys|plastic toys|stuffed animals|puzzles,wooden toys
125,Two little girls playing with wooden toys.,4,are the girls playing?,yes|no,yes
125,Two little girls playing with wooden toys.,5,are there two girls?,yes|no,yes
125,Two little girls playing with wooden toys.,6,are the girls little?,yes|no,yes
126,A plate with a steak French fries and cherry tomatoes.,0,is there a plate?,yes|no,yes
126,A plate with a steak French fries and cherry tomatoes.,1,is there a steak?,yes|no,yes
126,A plate with a steak French fries and cherry tomatoes.,2,what type of meat is on the plate?,steak|chicken|fish|pork,steak
126,A plate with a steak French fries and cherry tomatoes.,3,are there French fries?,yes|no,yes
126,A plate with a steak French fries and cherry tomatoes.,4,what type of side dish is on the plate?,French fries|mashed potatoes|rice|salad,French fries
126,A plate with a steak French fries and cherry tomatoes.,5,are there cherry tomatoes?,yes|no,yes
126,A plate with a steak French fries and cherry tomatoes.,6,what type of vegetable is on the plate?,cherry tomatoes|carrots|broccoli|peas,cherry tomatoes
127,A group of middle-aged women sitting laughing and chatting around a white table.,0,are there women in the photo?,yes|no,yes
127,A group of middle-aged women sitting laughing and chatting around a white table.,1,what type of people are in the photo?,women|men|children|elderly,women
127,A group of middle-aged women sitting laughing and chatting around a white table.,2,is there a table?,yes|no,yes
127,A group of middle-aged women sitting laughing and chatting around a white table.,3,what furniture is in the photo?,table|chair|sofa|bed,table
127,A group of middle-aged women sitting laughing and chatting around a white table.,4,are the women sitting?,yes|no,yes
127,A group of middle-aged women sitting laughing and chatting around a white table.,5,are the women laughing?,yes|no,yes
127,A group of middle-aged women sitting laughing and chatting around a white table.,6,are the women chatting?,yes|no,yes
127,A group of middle-aged women sitting laughing and chatting around a white table.,7,is the table white?,yes|no,yes
127,A group of middle-aged women sitting laughing and chatting around a white table.,8,what color is the table?,white|black|brown|gray,white
127,A group of middle-aged women sitting laughing and chatting around a white table.,9,is there a group of women?,yes|no,yes
127,A group of middle-aged women sitting laughing and chatting around a white table.,10,are the women middle-aged?,yes|no,yes
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,0,is this a woman?,yes|no,yes
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,1,who is doing laundry?,woman|man|boy|girl,woman
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,2,is the woman doing laundry?,yes|no,yes
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,3,what activity is the woman doing?,laundry|cooking|gardening|cleaning,laundry
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,4,is there a basket?,yes|no,yes
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,5,what is the woman holding?,basket|bag|box|bucket,basket
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,6,are there clothes in the basket?,yes|no,yes
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,7,what is in the basket?,clothes|books|toys|food,clothes
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,8,is there a dog?,yes|no,yes
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,9,is the woman doing laundry outdoors?,yes|no,yes
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,10,is the woman doing laundry indoors or outdoors?,outdoors|indoors|in a car|in a store,outdoors
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,11,is the dog nearby?,yes|no,yes
128,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,12,is the dog nearby or far away?,nearby|far away|next to|behind,nearby
129,A heart-shaped pancake on a circular plate.,0,is there a pancake?,yes|no,yes
129,A heart-shaped pancake on a circular plate.,1,what type of food is this?,pancake|waffle|crepe|omelette,pancake
129,A heart-shaped pancake on a circular plate.,2,is there a plate?,yes|no,yes
129,A heart-shaped pancake on a circular plate.,3,what is the pancake on?,plate|bowl|tray|platter,plate
129,A heart-shaped pancake on a circular plate.,4,is the pancake heart-shaped?,yes|no,yes
129,A heart-shaped pancake on a circular plate.,5,what shape is the pancake?,heart-shaped|round|square|triangle,heart-shaped
129,A heart-shaped pancake on a circular plate.,6,is the plate circular?,yes|no,yes
129,A heart-shaped pancake on a circular plate.,7,what shape is the plate?,circular|square|oval|triangle,circular
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,0,are there women?,yes|no,yes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,1,how many women are there?,1|2|3|4,2
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,2,are the women dressed in Halloween costumes?,yes|no,yes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,3,what type of costumes are the women wearing?,Halloween costumes|superhero costumes|princess costumes|animal costumes,Halloween costumes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,4,are there pumpkins?,yes|no,yes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,5,what is around the women?,pumpkins|apples|oranges|watermelons,pumpkins
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,6,is this a Halloween scene?,yes|no,yes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,7,is this a Halloween scene or a Christmas scene?,Halloween|Christmas|Easter|Thanksgiving,Halloween
131,A couple put packed boxes into their car.,0,is there a couple?,yes|no,yes
131,A couple put packed boxes into their car.,1,who is putting packed boxes into their car?,couple|family|friends|strangers,couple
131,A couple put packed boxes into their car.,2,are there packed boxes?,yes|no,yes
131,A couple put packed boxes into their car.,3,what is the couple putting into their car?,packed boxes|bags|suitcases|groceries,packed boxes
131,A couple put packed boxes into their car.,4,is there a car?,yes|no,yes
131,A couple put packed boxes into their car.,5,what type of vehicle is this?,car|truck|van|motorcycle,car
131,A couple put packed boxes into their car.,6,are the couple putting packed boxes into their car?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,0,is there a bird?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,1,what animal is in the tree?,bird|squirrel|butterfly|bee,bird
132,A beautiful orange-feathered bird in a leafy green tree.,2,is there a tree?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,3,what type of plant is this?,tree|flower|bush|grass,tree
132,A beautiful orange-feathered bird in a leafy green tree.,4,is the bird orange?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,5,what color is the bird?,orange|red|yellow|blue,orange
132,A beautiful orange-feathered bird in a leafy green tree.,6,is the tree green?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,7,what color is the tree?,green|brown|gray|white,green
132,A beautiful orange-feathered bird in a leafy green tree.,8,is the bird beautiful?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,9,is the tree leafy?,yes|no,yes
133,A black cat lying on the car hood.,0,is this a cat?,yes|no,yes
133,A black cat lying on the car hood.,1,what animal is lying on the car hood?,cat|dog|rabbit|squirrel,cat
133,A black cat lying on the car hood.,2,is there a car hood?,yes|no,yes
133,A black cat lying on the car hood.,3,what part of the car is the cat lying on?,car hood|roof|trunk|windshield,car hood
133,A black cat lying on the car hood.,4,is the cat lying on the car hood?,yes|no,yes
133,A black cat lying on the car hood.,5,is the cat black?,yes|no,yes
133,A black cat lying on the car hood.,6,what color is the cat?,black|white|brown|gray,black
134,A smart boy solving a math problem on the chalkboard.,0,is this a boy?,yes|no,yes
134,A smart boy solving a math problem on the chalkboard.,1,who is solving a math problem?,boy|girl|man|woman,boy
134,A smart boy solving a math problem on the chalkboard.,2,is the boy solving a math problem?,yes|no,yes
134,A smart boy solving a math problem on the chalkboard.,3,what type of problem is the boy solving?,math problem|science problem|history problem|language problem,math problem
134,A smart boy solving a math problem on the chalkboard.,4,is there a chalkboard?,yes|no,yes
134,A smart boy solving a math problem on the chalkboard.,5,what is the boy solving the math problem on?,chalkboard|whiteboard|paper|tablet,chalkboard
134,A smart boy solving a math problem on the chalkboard.,6,is the boy smart?,yes|no,yes
134,A smart boy solving a math problem on the chalkboard.,7,is the boy smart or dumb?,smart|dumb|average|talented,smart
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,0,is there a cherry pie?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,1,what type of pie is this?,cherry pie|apple pie|pumpkin pie|blueberry pie,cherry pie
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,2,are there mini pumpkins?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,3,what type of food is this?,mini pumpkins|apples|oranges|grapes,mini pumpkins
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,4,is there a candle?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,5,what object is nearby?,candle|lamp|flower|book,candle
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,6,is the candle decorated?,yes|no,yes
136,A gray elephant and a pink flamingo.,0,is there an elephant?,yes|no,yes
136,A gray elephant and a pink flamingo.,1,is there a flamingo?,yes|no,yes
136,A gray elephant and a pink flamingo.,2,is the elephant gray?,yes|no,yes
136,A gray elephant and a pink flamingo.,3,what color is the elephant?,gray|black|white|brown,gray
136,A gray elephant and a pink flamingo.,4,is the flamingo pink?,yes|no,yes
136,A gray elephant and a pink flamingo.,5,what color is the flamingo?,pink|red|orange|purple,pink
137,A man wearing a red shirt and a blue pants sitting in a park.,0,is this a man?,yes|no,yes
137,A man wearing a red shirt and a blue pants sitting in a park.,1,who is sitting in the park?,man|woman|boy|girl,man
137,A man wearing a red shirt and a blue pants sitting in a park.,2,is the man wearing a red shirt?,yes|no,yes
137,A man wearing a red shirt and a blue pants sitting in a park.,3,what is the man wearing?,red shirt|blue shirt|green shirt|yellow shirt,red shirt
137,A man wearing a red shirt and a blue pants sitting in a park.,4,is the man wearing blue pants?,yes|no,yes
137,A man wearing a red shirt and a blue pants sitting in a park.,5,what is the man wearing?,blue pants|black pants|brown pants|gray pants,blue pants
137,A man wearing a red shirt and a blue pants sitting in a park.,6,is this a park?,yes|no,yes
137,A man wearing a red shirt and a blue pants sitting in a park.,7,what type of place is this?,park|garden|beach|forest,park
137,A man wearing a red shirt and a blue pants sitting in a park.,8,is the man sitting?,yes|no,yes
138,A golden clock and a red car.,0,is there a clock?,yes|no,yes
138,A golden clock and a red car.,1,what type of timepiece is this?,clock|watch|sundial|hourglass,clock
138,A golden clock and a red car.,2,is there a car?,yes|no,yes
138,A golden clock and a red car.,3,what type of vehicle is this?,car|truck|motorcycle|bicycle,car
138,A golden clock and a red car.,4,is the clock golden?,yes|no,yes
138,A golden clock and a red car.,5,what color is the clock?,golden|silver|black|white,golden
138,A golden clock and a red car.,6,is the car red?,yes|no,yes
138,A golden clock and a red car.,7,what color is the car?,red|blue|yellow|green,red
139,A red car and a brown elephant.,0,is there a car?,yes|no,yes
139,A red car and a brown elephant.,1,is there an elephant?,yes|no,yes
139,A red car and a brown elephant.,2,is the car red?,yes|no,yes
139,A red car and a brown elephant.,3,what color is the car?,red|blue|yellow|green,red
139,A red car and a brown elephant.,4,is the elephant brown?,yes|no,yes
139,A red car and a brown elephant.,5,what color is the elephant?,brown|gray|black|white,brown
140,A red hat and a red apple.,0,is there a hat?,yes|no,yes
140,A red hat and a red apple.,1,what type of headwear is this?,hat|cap|helmet|beanie,hat
140,A red hat and a red apple.,2,is there an apple?,yes|no,yes
140,A red hat and a red apple.,3,what fruit is in the picture?,apple|orange|banana|pear,apple
140,A red hat and a red apple.,4,is the hat red?,yes|no,yes
140,A red hat and a red apple.,5,what color is the hat?,red|blue|yellow|green,red
140,A red hat and a red apple.,6,is the apple red?,yes|no,yes
140,A red hat and a red apple.,7,what color is the apple?,red|green|yellow|orange,red
141,A black suitcase near a gray car.,0,is there a suitcase?,yes|no,yes
141,A black suitcase near a gray car.,1,what type of luggage is this?,suitcase|backpack|duffel bag|briefcase,suitcase
141,A black suitcase near a gray car.,2,is there a car?,yes|no,yes
141,A black suitcase near a gray car.,3,what type of vehicle is this?,car|truck|van|motorcycle,car
141,A black suitcase near a gray car.,4,is the suitcase black?,yes|no,yes
141,A black suitcase near a gray car.,5,what color is the suitcase?,black|white|red|blue,black
141,A black suitcase near a gray car.,6,is the car gray?,yes|no,yes
141,A black suitcase near a gray car.,7,what color is the car?,gray|black|white|silver,gray
141,A black suitcase near a gray car.,8,is the suitcase near the car?,yes|no,yes
141,A black suitcase near a gray car.,9,is the suitcase near or far from the car?,near|far|next to|behind,near
142,A brown bear and a black top hat,0,is there a bear?,yes|no,yes
142,A brown bear and a black top hat,1,what animal is in the picture?,bear|lion|tiger|elephant,bear
142,A brown bear and a black top hat,2,is there a top hat?,yes|no,yes
142,A brown bear and a black top hat,3,what type of hat is this?,top hat|baseball cap|beanie|sun hat,top hat
142,A brown bear and a black top hat,4,is the bear brown?,yes|no,yes
142,A brown bear and a black top hat,5,what color is the bear?,brown|black|white|gray,brown
142,A brown bear and a black top hat,6,is the top hat black?,yes|no,yes
142,A brown bear and a black top hat,7,what color is the top hat?,black|brown|white|gray,black
143,A yellow school bus and a red stop sign and a blue car.,0,is there a school bus?,yes|no,yes
143,A yellow school bus and a red stop sign and a blue car.,1,is there a stop sign?,yes|no,yes
143,A yellow school bus and a red stop sign and a blue car.,2,is there a car?,yes|no,yes
143,A yellow school bus and a red stop sign and a blue car.,3,is the school bus yellow?,yes|no,yes
143,A yellow school bus and a red stop sign and a blue car.,4,what color is the school bus?,yellow|red|blue|green,yellow
143,A yellow school bus and a red stop sign and a blue car.,5,is the stop sign red?,yes|no,yes
143,A yellow school bus and a red stop sign and a blue car.,6,what color is the stop sign?,red|yellow|blue|green,red
143,A yellow school bus and a red stop sign and a blue car.,7,is the car blue?,yes|no,yes
143,A yellow school bus and a red stop sign and a blue car.,8,what color is the car?,blue|red|yellow|green,blue
144,A black cat and a white mouse.,0,is there a cat?,yes|no,yes
144,A black cat and a white mouse.,1,is there a mouse?,yes|no,yes
144,A black cat and a white mouse.,2,is the cat black?,yes|no,yes
144,A black cat and a white mouse.,3,what color is the cat?,black|white|brown|gray,black
144,A black cat and a white mouse.,4,is the mouse white?,yes|no,yes
144,A black cat and a white mouse.,5,what color is the mouse?,white|black|brown|gray,white
145,A brown teddy bear and a pink blanket and a white pillow.,0,is there a teddy bear?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,1,what type of toy is this?,teddy bear|doll|action figure|stuffed animal,teddy bear
145,A brown teddy bear and a pink blanket and a white pillow.,2,is there a blanket?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,3,what is on the teddy bear?,blanket|hat|scarf|shirt,blanket
145,A brown teddy bear and a pink blanket and a white pillow.,4,is there a pillow?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,5,what is next to the teddy bear?,pillow|book|toy|lamp,pillow
145,A brown teddy bear and a pink blanket and a white pillow.,6,is the teddy bear brown?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,7,what color is the teddy bear?,brown|black|white|gray,brown
145,A brown teddy bear and a pink blanket and a white pillow.,8,is the blanket pink?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,9,what color is the blanket?,pink|blue|green|purple,pink
145,A brown teddy bear and a pink blanket and a white pillow.,10,is the pillow white?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,11,what color is the pillow?,white|black|gray|brown,white
146,a girl with red hair sleeping on a couch,0,is this a girl?,yes|no,yes
146,a girl with red hair sleeping on a couch,1,who is sleeping on the couch?,girl|boy|woman|man,girl
146,a girl with red hair sleeping on a couch,2,does the girl have red hair?,yes|no,yes
146,a girl with red hair sleeping on a couch,3,what color is the girl's hair?,red|black|blonde|brown,red
146,a girl with red hair sleeping on a couch,4,is there a couch?,yes|no,yes
146,a girl with red hair sleeping on a couch,5,what type of furniture is this?,couch|chair|table|bed,couch
146,a girl with red hair sleeping on a couch,6,is the girl sleeping?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,0,is there a baby girl?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,1,who is sleeping on the couch?,baby girl|baby boy|toddler|teenager,baby girl
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,2,is there a couch?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,3,what is the baby girl sleeping on?,couch|bed|chair|floor,couch
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,4,is there an old man?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,5,who is cooking potatoes?,old man|young man|old woman|young woman,old man
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,6,are there potatoes?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,7,what is the old man cooking?,potatoes|carrots|broccoli|tomatoes,potatoes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,8,does the baby girl have red hair?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,9,what color is the baby girl's hair?,red|black|brown|blonde,red
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,10,does the old man have white hair?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,11,what color is the old man's hair?,white|black|brown|blonde,white
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,12,is the baby girl sleeping?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,13,is the old man cooking?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,0,is this a dog?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,1,what animal is in the photo?,dog|cat|bird|fish,dog
148,a photo of a white dog with blue eyes playing soccer,2,is the dog white?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,3,what color is the dog?,white|black|brown|gray,white
148,a photo of a white dog with blue eyes playing soccer,4,does the dog have blue eyes?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,5,what color are the dog's eyes?,blue|brown|green|hazel,blue
148,a photo of a white dog with blue eyes playing soccer,6,is the dog playing soccer?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,7,is this a photo?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,8,"is this a photo, a painting, or a sculpture?",photo|painting|sculpture|drawing,photo
149,A squirrel standing on a chair.,0,is this a squirrel?,yes|no,yes
149,A squirrel standing on a chair.,1,what animal is standing on a chair?,squirrel|rabbit|mouse|cat,squirrel
149,A squirrel standing on a chair.,2,is there a chair?,yes|no,yes
149,A squirrel standing on a chair.,3,what type of furniture is this?,chair|table|sofa|bed,chair
149,A squirrel standing on a chair.,4,is the squirrel standing?,yes|no,yes
150,A cat standing on a table.,0,is this a cat?,yes|no,yes
150,A cat standing on a table.,1,what animal is standing on the table?,cat|dog|bird|rabbit,cat
150,A cat standing on a table.,2,is there a table?,yes|no,yes
150,A cat standing on a table.,3,what furniture is in the picture?,table|chair|sofa|bed,table
150,A cat standing on a table.,4,is the cat standing?,yes|no,yes
151,An elephant standing on a bed.,0,is there an elephant?,yes|no,yes
151,An elephant standing on a bed.,1,what animal is in the picture?,elephant|lion|giraffe|zebra,elephant
151,An elephant standing on a bed.,2,is there a bed?,yes|no,yes
151,An elephant standing on a bed.,3,what type of furniture is this?,bed|chair|table|sofa,bed
151,An elephant standing on a bed.,4,is the elephant standing on the bed?,yes|no,yes
152,A tiger standing on the floor.,0,is this a tiger?,yes|no,yes
152,A tiger standing on the floor.,1,what animal is in the picture?,tiger|lion|leopard|cheetah,tiger
152,A tiger standing on the floor.,2,is this the floor?,yes|no,yes
152,A tiger standing on the floor.,3,what is the tiger standing on?,floor|grass|sand|water,floor
152,A tiger standing on the floor.,4,is the tiger standing?,yes|no,yes
153,A lion standing on the floor.,0,is this a lion?,yes|no,yes
153,A lion standing on the floor.,1,what animal is in the picture?,lion|tiger|leopard|cheetah,lion
153,A lion standing on the floor.,2,is this the floor?,yes|no,yes
153,A lion standing on the floor.,3,what is the lion standing on?,floor|grass|sand|rock,floor
153,A lion standing on the floor.,4,is the lion standing?,yes|no,yes
154,A dog standing on a table.,0,is there a dog?,yes|no,yes
154,A dog standing on a table.,1,is there a table?,yes|no,yes
154,A dog standing on a table.,2,is the dog standing?,yes|no,yes
155,A cat with green eyes reading a book.,0,is this a cat?,yes|no,yes
155,A cat with green eyes reading a book.,1,what animal is in the picture?,cat|dog|bird|fish,cat
155,A cat with green eyes reading a book.,2,does the cat have green eyes?,yes|no,yes
155,A cat with green eyes reading a book.,3,what color are the cat's eyes?,green|blue|brown|yellow,green
155,A cat with green eyes reading a book.,4,is there a book?,yes|no,yes
155,A cat with green eyes reading a book.,5,what is the cat doing?,reading|sleeping|eating|playing,reading
156,a tree with yellow leaves and a parrot and a snow-capped mountain,0,is there a tree?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,1,are there leaves on the tree?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,2,what is on the tree?,leaves|flowers|fruits|branches,leaves
156,a tree with yellow leaves and a parrot and a snow-capped mountain,3,is there a parrot?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,4,what bird is in the picture?,parrot|eagle|owl|pigeon,parrot
156,a tree with yellow leaves and a parrot and a snow-capped mountain,5,is there a mountain?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,6,what is in the background?,mountain|ocean|city|forest,mountain
156,a tree with yellow leaves and a parrot and a snow-capped mountain,7,are the leaves yellow?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,8,what color are the leaves?,yellow|green|red|orange,yellow
156,a tree with yellow leaves and a parrot and a snow-capped mountain,9,is the mountain snow-capped?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,10,what is on the top of the mountain?,snow|trees|rocks|clouds,snow
157,a baby girl with red hair sleeping on a couch,0,is this a baby girl?,yes|no,yes
157,a baby girl with red hair sleeping on a couch,1,what type of person is this?,baby girl|baby boy|toddler|adult,baby girl
157,a baby girl with red hair sleeping on a couch,2,does the baby girl have red hair?,yes|no,yes
157,a baby girl with red hair sleeping on a couch,3,what color is the baby girl's hair?,red|black|blonde|brown,red
157,a baby girl with red hair sleeping on a couch,4,is there a couch?,yes|no,yes
157,a baby girl with red hair sleeping on a couch,5,what type of furniture is this?,couch|chair|table|bed,couch
157,a baby girl with red hair sleeping on a couch,6,is the baby girl sleeping?,yes|no,yes
158,an old man with white hair cooking potatoes,0,is this an old man?,yes|no,yes
158,an old man with white hair cooking potatoes,1,who is cooking potatoes?,man|woman|boy|girl,man
158,an old man with white hair cooking potatoes,2,are there potatoes?,yes|no,yes
158,an old man with white hair cooking potatoes,3,what food is the man cooking?,potatoes|carrots|broccoli|tomatoes,potatoes
158,an old man with white hair cooking potatoes,4,does the man have white hair?,yes|no,yes
158,an old man with white hair cooking potatoes,5,what color is the man's hair?,white|black|brown|gray,white
158,an old man with white hair cooking potatoes,6,is the man cooking?,yes|no,yes
158,an old man with white hair cooking potatoes,7,is the man old?,yes|no,yes
159,a baby girl and an old man,0,is there a baby girl?,yes|no,yes
159,a baby girl and an old man,1,is there an old man?,yes|no,yes
160,a girl with red hair and a man with white hair,0,is this a girl?,yes|no,yes
160,a girl with red hair and a man with white hair,1,is this a man?,yes|no,yes
160,a girl with red hair and a man with white hair,2,does the girl have red hair?,yes|no,yes
160,a girl with red hair and a man with white hair,3,does the man have white hair?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,0,is this a baby girl?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,1,what gender is the baby?,girl|boy|unknown,girl
161,a baby girl with red hair and an old man with white hair,2,is this an old man?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,3,what age group does the man belong to?,old|young|middle-aged|teenager,old
161,a baby girl with red hair and an old man with white hair,4,does the baby girl have red hair?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,5,what color is the baby girl's hair?,red|black|brown|blonde,red
161,a baby girl with red hair and an old man with white hair,6,does the old man have white hair?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,7,what color is the old man's hair?,white|black|brown|blonde,white
162,a girl with red hair sleeping on a couch and a man with white hair,0,is this a girl?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,1,who is sleeping on the couch?,girl|boy|woman|man,girl
162,a girl with red hair sleeping on a couch and a man with white hair,2,does the girl have red hair?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,3,what color is the girl's hair?,red|black|blonde|brown,red
162,a girl with red hair sleeping on a couch and a man with white hair,4,is there a couch?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,5,is this a man?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,6,who is in the picture besides the girl?,man|woman|boy|girl,man
162,a girl with red hair sleeping on a couch and a man with white hair,7,does the man have white hair?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,8,what color is the man's hair?,white|black|blonde|brown,white
162,a girl with red hair sleeping on a couch and a man with white hair,9,is the girl sleeping?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,0,is this a baby girl?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,1,who is sleeping on the couch?,baby girl|baby boy|toddler|child,baby girl
163,a baby girl sleeping on a couch with an old man,2,is there a couch?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,3,what type of furniture is this?,couch|chair|bed|table,couch
163,a baby girl sleeping on a couch with an old man,4,is there an old man?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,5,who is with the baby girl?,old man|young man|old woman|young woman,old man
163,a baby girl sleeping on a couch with an old man,6,is the baby girl sleeping?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,7,is the man old?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,8,is the man old or young?,old|young|middle-aged|teenager,old
164,a baby girl sleeping and an old man cooking,0,is there a baby girl?,yes|no,yes
164,a baby girl sleeping and an old man cooking,1,who is sleeping?,baby girl|baby boy|young girl|young boy,baby girl
164,a baby girl sleeping and an old man cooking,2,is there an old man?,yes|no,yes
164,a baby girl sleeping and an old man cooking,3,who is cooking?,old man|young man|old woman|young woman,old man
164,a baby girl sleeping and an old man cooking,4,is the baby girl sleeping?,yes|no,yes
164,a baby girl sleeping and an old man cooking,5,is the old man cooking?,yes|no,yes
