id,prompt,ALIGNSCore
118-4-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,15.35
118-5-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,17.52
118-6-natural-image,A smiling birthday girl wearing a golden hat stands behind a table,11.08
119-1-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,18.83
119-2-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,16.07
119-3-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,17.38
119-4-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,16.57
119-5-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,17.50
119-6-natural-image,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,11.89
120-1-natural-image,A happy young woman with a suitcase and her passport in an airport.,17.97
120-2-natural-image,A happy young woman with a suitcase and her passport in an airport.,13.92
120-3-natural-image,A happy young woman with a suitcase and her passport in an airport.,16.81
120-4-natural-image,A happy young woman with a suitcase and her passport in an airport.,10.06
120-5-natural-image,A happy young woman with a suitcase and her passport in an airport.,15.22
120-6-natural-image,A happy young woman with a suitcase and her passport in an airport.,12.87
121-1-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,17.00
121-2-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,16.30
121-3-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,16.02
121-4-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,6.32
121-5-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,12.59
121-6-natural-image,A family of four including a boy and a girl cooking together in the kitchen.,13.86
122-1-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,18.24
122-2-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,15.30
122-3-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,16.24
122-4-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,15.77
122-5-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,11.97
122-6-natural-image,A woman laying on top of an inflatable pink flamingo in a swimming pool.,8.18
123-1-natural-image,A pink gift box decorated with a blue ribbon bow.,17.14
123-2-natural-image,A pink gift box decorated with a blue ribbon bow.,15.70
123-3-natural-image,A pink gift box decorated with a blue ribbon bow.,17.72
123-4-natural-image,A pink gift box decorated with a blue ribbon bow.,12.36
123-5-natural-image,A pink gift box decorated with a blue ribbon bow.,12.83
123-6-natural-image,A pink gift box decorated with a blue ribbon bow.,16.29
124-1-natural-image,A boy with a hat putting a hat on his dog's head.,14.72
124-2-natural-image,A boy with a hat putting a hat on his dog's head.,13.25
124-3-natural-image,A boy with a hat putting a hat on his dog's head.,14.60
124-4-natural-image,A boy with a hat putting a hat on his dog's head.,13.44
124-5-natural-image,A boy with a hat putting a hat on his dog's head.,15.59
124-6-natural-image,A boy with a hat putting a hat on his dog's head.,11.27
125-1-natural-image,Two little girls playing with wooden toys.,19.44
125-2-natural-image,Two little girls playing with wooden toys.,13.45
125-3-natural-image,Two little girls playing with wooden toys.,14.38
125-4-natural-image,Two little girls playing with wooden toys.,14.18
125-5-natural-image,Two little girls playing with wooden toys.,13.67
125-6-natural-image,Two little girls playing with wooden toys.,13.66
126-1-natural-image,A plate with a steak French fries and cherry tomatoes.,16.55
126-2-natural-image,A plate with a steak French fries and cherry tomatoes.,13.85
126-3-natural-image,A plate with a steak French fries and cherry tomatoes.,14.40
126-4-natural-image,A plate with a steak French fries and cherry tomatoes.,12.01
126-5-natural-image,A plate with a steak French fries and cherry tomatoes.,13.06
126-6-natural-image,A plate with a steak French fries and cherry tomatoes.,9.36
127-1-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,18.84
127-2-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,14.97
127-3-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,10.62
127-4-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,10.10
127-5-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,11.95
127-6-natural-image,A group of middle-aged women sitting laughing and chatting around a white table.,7.81
128-1-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,18.45
128-2-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,16.32
128-3-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,15.43
128-4-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,14.24
128-5-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,18.00
128-6-natural-image,A woman doing laundry outdoors with a basket of clothes and her dog nearby.,9.42
129-1-natural-image,A heart-shaped pancake on a circular plate.,14.06
129-2-natural-image,A heart-shaped pancake on a circular plate.,7.19
129-3-natural-image,A heart-shaped pancake on a circular plate.,15.60
129-4-natural-image,A heart-shaped pancake on a circular plate.,13.42
129-5-natural-image,A heart-shaped pancake on a circular plate.,12.79
129-6-natural-image,A heart-shaped pancake on a circular plate.,9.66
130-1-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,17.66
130-2-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,14.62
130-3-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,14.61
130-4-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,13.10
130-5-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,13.26
130-6-natural-image,Two women dressed in Halloween costumes with Halloween pumpkins around them.,12.24
131-1-natural-image,A couple put packed boxes into their car.,18.70
131-2-natural-image,A couple put packed boxes into their car.,15.92
131-3-natural-image,A couple put packed boxes into their car.,13.56
131-4-natural-image,A couple put packed boxes into their car.,12.11
131-5-natural-image,A couple put packed boxes into their car.,12.74
131-6-natural-image,A couple put packed boxes into their car.,14.14
132-1-natural-image,A beautiful orange-feathered bird in a leafy green tree.,18.73
132-2-natural-image,A beautiful orange-feathered bird in a leafy green tree.,13.97
132-3-natural-image,A beautiful orange-feathered bird in a leafy green tree.,13.21
132-4-natural-image,A beautiful orange-feathered bird in a leafy green tree.,11.77
132-5-natural-image,A beautiful orange-feathered bird in a leafy green tree.,9.54
132-6-natural-image,A beautiful orange-feathered bird in a leafy green tree.,10.79
133-1-natural-image,A black cat lying on the car hood.,12.21
133-2-natural-image,A black cat lying on the car hood.,16.49
133-3-natural-image,A black cat lying on the car hood.,18.12
133-4-natural-image,A black cat lying on the car hood.,16.28
133-5-natural-image,A black cat lying on the car hood.,8.12
133-6-natural-image,A black cat lying on the car hood.,13.43
134-1-natural-image,A smart boy solving a math problem on the chalkboard.,16.47
134-2-natural-image,A smart boy solving a math problem on the chalkboard.,14.97
134-3-natural-image,A smart boy solving a math problem on the chalkboard.,13.86
134-4-natural-image,A smart boy solving a math problem on the chalkboard.,13.14
134-5-natural-image,A smart boy solving a math problem on the chalkboard.,16.64
134-6-natural-image,A smart boy solving a math problem on the chalkboard.,14.31
135-1-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,16.59
135-2-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,14.24
135-3-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,13.74
135-4-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,12.76
135-5-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,10.35
135-6-natural-image,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,11.25
136-1-synthetic-image,A gray elephant and a pink flamingo.,11.93
136-2-synthetic-image,A gray elephant and a pink flamingo.,18.22
136-3-synthetic-image,A gray elephant and a pink flamingo.,17.16
136-4-synthetic-image,A gray elephant and a pink flamingo.,19.26
136-5-synthetic-image,A gray elephant and a pink flamingo.,12.58
137-1-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,15.35
137-2-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,16.40
137-3-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,15.10
137-4-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,21.47
137-5-synthetic-image,A man wearing a red shirt and a blue pants sitting in a park.,18.22
138-1-synthetic-image,A golden clock and a red car.,21.11
138-2-synthetic-image,A golden clock and a red car.,21.85
138-3-synthetic-image,A golden clock and a red car.,16.10
138-4-synthetic-image,A golden clock and a red car.,20.24
138-5-synthetic-image,A golden clock and a red car.,21.49
139-1-synthetic-image,A red car and a brown elephant.,13.24
139-2-synthetic-image,A red car and a brown elephant.,11.59
139-3-synthetic-image,A red car and a brown elephant.,19.42
139-4-synthetic-image,A red car and a brown elephant.,19.47
139-5-synthetic-image,A red car and a brown elephant.,16.62
140-1-synthetic-image,A red hat and a red apple.,20.54
140-2-synthetic-image,A red hat and a red apple.,13.36
140-3-synthetic-image,A red hat and a red apple.,17.99
140-4-synthetic-image,A red hat and a red apple.,14.58
140-5-synthetic-image,A red hat and a red apple.,15.72
141-1-synthetic-image,A black suitcase near a gray car.,12.96
141-2-synthetic-image,A black suitcase near a gray car.,16.58
141-3-synthetic-image,A black suitcase near a gray car.,21.03
141-4-synthetic-image,A black suitcase near a gray car.,19.86
141-5-synthetic-image,A black suitcase near a gray car.,14.46
146_a girl with red hair_0,a girl with red hair,16.87
146_a girl with red hair_1,a girl with red hair,17.06
146_a girl with red hair_2,a girl with red hair,17.72
146_a girl with red hair_3,a girl with red hair,16.93
146_a girl with red hair_4,a girl with red hair,17.45
147_a man cooking potatoes_0,a man cooking potatoes,16.44
147_a man cooking potatoes_1,a man cooking potatoes,20.25
147_a man cooking potatoes_2,a man cooking potatoes,16.29
147_a man cooking potatoes_3,a man cooking potatoes,15.87
147_a man cooking potatoes_4,a man cooking potatoes,16.16
148_a girl sleeping_0,a girl sleeping,16.81
148_a girl sleeping_1,a girl sleeping,15.87
148_a girl sleeping_2,a girl sleeping,14.87
148_a girl sleeping_3,a girl sleeping,15.09
148_a girl sleeping_4,a girl sleeping,15.17
149_a girl and a man_0,a girl and a man,13.31
149_a girl and a man_1,a girl and a man,13.44
149_a girl and a man_2,a girl and a man,13.76
149_a girl and a man_3,a girl and a man,13.02
149_a girl and a man_4,a girl and a man,12.37
150_a baby girl with red hair and an old man with white hair_0,a baby girl with red hair and an old man with white hair,15.65
150_a baby girl with red hair and an old man with white hair_1,a baby girl with red hair and an old man with white hair,17.51
150_a baby girl with red hair and an old man with white hair_2,a baby girl with red hair and an old man with white hair,25.05
150_a baby girl with red hair and an old man with white hair_3,a baby girl with red hair and an old man with white hair,18.23
150_a baby girl with red hair and an old man with white hair_4,a baby girl with red hair and an old man with white hair,12.99
151_a girl with red hair sleeping on a couch_0,a girl with red hair sleeping on a couch,19.41
151_a girl with red hair sleeping on a couch_1,a girl with red hair sleeping on a couch,20.79
151_a girl with red hair sleeping on a couch_2,a girl with red hair sleeping on a couch,15.58
151_a girl with red hair sleeping on a couch_3,a girl with red hair sleeping on a couch,20.90
151_a girl with red hair sleeping on a couch_4,a girl with red hair sleeping on a couch,19.82
152_an old man with white hair_0,an old man with white hair,17.09
152_an old man with white hair_1,an old man with white hair,18.03
152_an old man with white hair_2,an old man with white hair,18.21
152_an old man with white hair_3,an old man with white hair,16.62
152_an old man with white hair_4,an old man with white hair,17.75
153_an old man cooking potatoes_0,an old man cooking potatoes,18.31
153_an old man cooking potatoes_1,an old man cooking potatoes,17.72
153_an old man cooking potatoes_2,an old man cooking potatoes,19.23
153_an old man cooking potatoes_3,an old man cooking potatoes,16.55
153_an old man cooking potatoes_4,an old man cooking potatoes,18.77
154_a girl with red hair and a man with white hair_0,a girl with red hair and a man with white hair,21.07
154_a girl with red hair and a man with white hair_1,a girl with red hair and a man with white hair,20.18
154_a girl with red hair and a man with white hair_2,a girl with red hair and a man with white hair,10.59
154_a girl with red hair and a man with white hair_3,a girl with red hair and a man with white hair,20.21
154_a girl with red hair and a man with white hair_4,a girl with red hair and a man with white hair,14.09
155_an old man with white hair cooking potatoes_0,an old man with white hair cooking potatoes,17.01
155_an old man with white hair cooking potatoes_1,an old man with white hair cooking potatoes,21.10
155_an old man with white hair cooking potatoes_2,an old man with white hair cooking potatoes,15.26
155_an old man with white hair cooking potatoes_3,an old man with white hair cooking potatoes,13.31
155_an old man with white hair cooking potatoes_4,an old man with white hair cooking potatoes,15.84
156_a girl sleeping on a couch_0,a girl sleeping on a couch,15.47
156_a girl sleeping on a couch_1,a girl sleeping on a couch,18.12
156_a girl sleeping on a couch_2,a girl sleeping on a couch,14.86
156_a girl sleeping on a couch_3,a girl sleeping on a couch,18.23
156_a girl sleeping on a couch_4,a girl sleeping on a couch,16.78
157_a man with white hair cooking potatoes_0,a man with white hair cooking potatoes,19.83
157_a man with white hair cooking potatoes_1,a man with white hair cooking potatoes,17.70
157_a man with white hair cooking potatoes_2,a man with white hair cooking potatoes,15.33
157_a man with white hair cooking potatoes_3,a man with white hair cooking potatoes,21.12
157_a man with white hair cooking potatoes_4,a man with white hair cooking potatoes,20.61
158_a man with white hair_0,a man with white hair,15.86
158_a man with white hair_1,a man with white hair,18.74
158_a man with white hair_2,a man with white hair,16.06
158_a man with white hair_3,a man with white hair,15.71
158_a man with white hair_4,a man with white hair,16.99
159_a man cooking_0,a man cooking,16.41
159_a man cooking_1,a man cooking,16.50
159_a man cooking_2,a man cooking,16.18
159_a man cooking_3,a man cooking,17.75
159_a man cooking_4,a man cooking,17.53
160_a girl_0,a girl,5.33
160_a girl_1,a girl,11.96
160_a girl_2,a girl,3.76
160_a girl_3,a girl,5.01
160_a girl_4,a girl,11.13
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_0,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,20.07
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_1,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,20.84
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_2,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,19.44
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_3,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,19.90
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_4,a girl with red hair sleeping on a couch and a man with white hair cooking potatoes,18.10
162_a baby girl sleeping on a couch and an old man cooking potatoes_0,a baby girl sleeping on a couch and an old man cooking potatoes,13.18
162_a baby girl sleeping on a couch and an old man cooking potatoes_1,a baby girl sleeping on a couch and an old man cooking potatoes,17.02
162_a baby girl sleeping on a couch and an old man cooking potatoes_2,a baby girl sleeping on a couch and an old man cooking potatoes,16.04
162_a baby girl sleeping on a couch and an old man cooking potatoes_3,a baby girl sleeping on a couch and an old man cooking potatoes,13.96
162_a baby girl sleeping on a couch and an old man cooking potatoes_4,a baby girl sleeping on a couch and an old man cooking potatoes,15.41
163_a baby girl with red hair_0,a baby girl with red hair,18.10
163_a baby girl with red hair_1,a baby girl with red hair,18.89
163_a baby girl with red hair_2,a baby girl with red hair,17.87
163_a baby girl with red hair_3,a baby girl with red hair,18.28
163_a baby girl with red hair_4,a baby girl with red hair,17.64
164_a baby girl sleeping and an old man cooking_0,a baby girl sleeping and an old man cooking,7.69
164_a baby girl sleeping and an old man cooking_1,a baby girl sleeping and an old man cooking,20.88
164_a baby girl sleeping and an old man cooking_2,a baby girl sleeping and an old man cooking,15.13
164_a baby girl sleeping and an old man cooking_3,a baby girl sleeping and an old man cooking,9.91
164_a baby girl sleeping and an old man cooking_4,a baby girl sleeping and an old man cooking,14.70
165_a photo of a cat reading_0,a photo of a cat reading,17.47
165_a photo of a cat reading_1,a photo of a cat reading,17.27
165_a photo of a cat reading_2,a photo of a cat reading,15.98
165_a photo of a cat reading_3,a photo of a cat reading,16.56
165_a photo of a cat reading_4,a photo of a cat reading,16.86
166_a photo of a cat reading a book_0,a photo of a cat reading a book,17.79
166_a photo of a cat reading a book_1,a photo of a cat reading a book,17.22
166_a photo of a cat reading a book_2,a photo of a cat reading a book,10.76
166_a photo of a cat reading a book_3,a photo of a cat reading a book,16.15
166_a photo of a cat reading a book_4,a photo of a cat reading a book,17.15
167_a photo of a dog with blue eyes_0,a photo of a dog with blue eyes,18.15
167_a photo of a dog with blue eyes_1,a photo of a dog with blue eyes,18.42
167_a photo of a dog with blue eyes_2,a photo of a dog with blue eyes,18.47
167_a photo of a dog with blue eyes_3,a photo of a dog with blue eyes,17.74
167_a photo of a dog with blue eyes_4,a photo of a dog with blue eyes,17.44
168_a photo of a white dog with blue eyes_0,a photo of a white dog with blue eyes,18.01
168_a photo of a white dog with blue eyes_1,a photo of a white dog with blue eyes,16.72
168_a photo of a white dog with blue eyes_2,a photo of a white dog with blue eyes,18.84
168_a photo of a white dog with blue eyes_3,a photo of a white dog with blue eyes,16.05
168_a photo of a white dog with blue eyes_4,a photo of a white dog with blue eyes,17.62
169_a photo of a white dog playing soccer_0,a photo of a white dog playing soccer,18.29
169_a photo of a white dog playing soccer_1,a photo of a white dog playing soccer,19.03
169_a photo of a white dog playing soccer_2,a photo of a white dog playing soccer,18.96
169_a photo of a white dog playing soccer_3,a photo of a white dog playing soccer,17.61
169_a photo of a white dog playing soccer_4,a photo of a white dog playing soccer,19.91
170_a photo of a dog playing soccer_0,a photo of a dog playing soccer,17.05
170_a photo of a dog playing soccer_1,a photo of a dog playing soccer,17.97
170_a photo of a dog playing soccer_2,a photo of a dog playing soccer,13.42
170_a photo of a dog playing soccer_3,a photo of a dog playing soccer,17.86
170_a photo of a dog playing soccer_4,a photo of a dog playing soccer,17.88
171_a photo of a dog_0,a photo of a dog,13.91
171_a photo of a dog_1,a photo of a dog,14.45
171_a photo of a dog_2,a photo of a dog,14.23
171_a photo of a dog_3,a photo of a dog,14.58
171_a photo of a dog_4,a photo of a dog,13.49
172_a photo of a dog playing_0,a photo of a dog playing,15.35
172_a photo of a dog playing_1,a photo of a dog playing,16.52
172_a photo of a dog playing_2,a photo of a dog playing,16.43
172_a photo of a dog playing_3,a photo of a dog playing,15.67
172_a photo of a dog playing_4,a photo of a dog playing,15.40
173_a photo of a dog with blue eyes playing soccer_0,a photo of a dog with blue eyes playing soccer,17.75
173_a photo of a dog with blue eyes playing soccer_1,a photo of a dog with blue eyes playing soccer,16.48
173_a photo of a dog with blue eyes playing soccer_2,a photo of a dog with blue eyes playing soccer,15.27
173_a photo of a dog with blue eyes playing soccer_3,a photo of a dog with blue eyes playing soccer,17.59
173_a photo of a dog with blue eyes playing soccer_4,a photo of a dog with blue eyes playing soccer,16.88
174_a photo of a white dog_0,a photo of a white dog,15.68
174_a photo of a white dog_1,a photo of a white dog,14.64
174_a photo of a white dog_2,a photo of a white dog,15.28
174_a photo of a white dog_3,a photo of a white dog,17.06
174_a photo of a white dog_4,a photo of a white dog,15.83
175_a photo of a white dog with blue eyes playing soccer_0,a photo of a white dog with blue eyes playing soccer,17.43
175_a photo of a white dog with blue eyes playing soccer_1,a photo of a white dog with blue eyes playing soccer,18.49
175_a photo of a white dog with blue eyes playing soccer_2,a photo of a white dog with blue eyes playing soccer,17.45
175_a photo of a white dog with blue eyes playing soccer_3,a photo of a white dog with blue eyes playing soccer,19.15
175_a photo of a white dog with blue eyes playing soccer_4,a photo of a white dog with blue eyes playing soccer,19.00
176_A squirrel standing on a bed._0,A squirrel standing on a bed.,18.02
176_A squirrel standing on a bed._1,A squirrel standing on a bed.,20.05
176_A squirrel standing on a bed._2,A squirrel standing on a bed.,15.42
176_A squirrel standing on a bed._3,A squirrel standing on a bed.,20.03
176_A squirrel standing on a bed._4,A squirrel standing on a bed.,15.38
177_A cat standing on a table._0,A cat standing on a table.,16.63
177_A cat standing on a table._1,A cat standing on a table.,15.57
177_A cat standing on a table._2,A cat standing on a table.,13.47
177_A cat standing on a table._3,A cat standing on a table.,14.13
177_A cat standing on a table._4,A cat standing on a table.,15.82
178_An elephant standing on a table._0,An elephant standing on a table.,18.68
178_An elephant standing on a table._1,An elephant standing on a table.,13.94
178_An elephant standing on a table._2,An elephant standing on a table.,14.83
178_An elephant standing on a table._3,An elephant standing on a table.,16.62
178_An elephant standing on a table._4,An elephant standing on a table.,17.44
179_A squirrel standing on a chair._0,A squirrel standing on a chair.,19.30
179_A squirrel standing on a chair._1,A squirrel standing on a chair.,19.30
179_A squirrel standing on a chair._2,A squirrel standing on a chair.,14.06
179_A squirrel standing on a chair._3,A squirrel standing on a chair.,18.78
179_A squirrel standing on a chair._4,A squirrel standing on a chair.,18.42
180_A dog standing on the floor._0,A dog standing on the floor.,14.52
180_A dog standing on the floor._1,A dog standing on the floor.,16.06
180_A dog standing on the floor._2,A dog standing on the floor.,13.36
180_A dog standing on the floor._3,A dog standing on the floor.,15.13
180_A dog standing on the floor._4,A dog standing on the floor.,15.38
181_A tiger standing on a bed._0,A tiger standing on a bed.,19.47
181_A tiger standing on a bed._1,A tiger standing on a bed.,13.74
181_A tiger standing on a bed._2,A tiger standing on a bed.,17.75
181_A tiger standing on a bed._3,A tiger standing on a bed.,18.78
181_A tiger standing on a bed._4,A tiger standing on a bed.,18.06
182_An elephant standing on the floor._0,An elephant standing on the floor.,19.81
182_An elephant standing on the floor._1,An elephant standing on the floor.,15.62
182_An elephant standing on the floor._2,An elephant standing on the floor.,18.70
182_An elephant standing on the floor._3,An elephant standing on the floor.,16.65
182_An elephant standing on the floor._4,An elephant standing on the floor.,16.09
183_A lion standing on a bed._0,A lion standing on a bed.,14.86
183_A lion standing on a bed._1,A lion standing on a bed.,21.11
183_A lion standing on a bed._2,A lion standing on a bed.,18.20
183_A lion standing on a bed._3,A lion standing on a bed.,17.75
183_A lion standing on a bed._4,A lion standing on a bed.,20.25
184_A lion standing on a chair._0,A lion standing on a chair.,20.21
184_A lion standing on a chair._1,A lion standing on a chair.,20.51
184_A lion standing on a chair._2,A lion standing on a chair.,13.99
184_A lion standing on a chair._3,A lion standing on a chair.,18.46
184_A lion standing on a chair._4,A lion standing on a chair.,20.52
185_A cat standing on a bed._0,A cat standing on a bed.,17.86
185_A cat standing on a bed._1,A cat standing on a bed.,18.21
185_A cat standing on a bed._2,A cat standing on a bed.,17.29
185_A cat standing on a bed._3,A cat standing on a bed.,14.22
185_A cat standing on a bed._4,A cat standing on a bed.,16.80
186_A lion standing on the floor._0,A lion standing on the floor.,17.14
186_A lion standing on the floor._1,A lion standing on the floor.,17.15
186_A lion standing on the floor._2,A lion standing on the floor.,16.27
186_A lion standing on the floor._3,A lion standing on the floor.,19.09
186_A lion standing on the floor._4,A lion standing on the floor.,17.12
187_A dog standing on a table._0,A dog standing on a table.,16.47
187_A dog standing on a table._1,A dog standing on a table.,15.78
187_A dog standing on a table._2,A dog standing on a table.,18.29
187_A dog standing on a table._3,A dog standing on a table.,15.43
187_A dog standing on a table._4,A dog standing on a table.,15.57
188_A lion standing on a table._0,A lion standing on a table.,16.51
188_A lion standing on a table._1,A lion standing on a table.,17.55
188_A lion standing on a table._2,A lion standing on a table.,12.36
188_A lion standing on a table._3,A lion standing on a table.,20.37
188_A lion standing on a table._4,A lion standing on a table.,18.83
189_A squirrel standing on a table._0,A squirrel standing on a table.,16.46
189_A squirrel standing on a table._1,A squirrel standing on a table.,16.79
189_A squirrel standing on a table._2,A squirrel standing on a table.,13.84
189_A squirrel standing on a table._3,A squirrel standing on a table.,17.45
189_A squirrel standing on a table._4,A squirrel standing on a table.,16.40
190_A tiger standing on the floor._0,A tiger standing on the floor.,16.86
190_A tiger standing on the floor._1,A tiger standing on the floor.,14.94
190_A tiger standing on the floor._2,A tiger standing on the floor.,15.81
190_A tiger standing on the floor._3,A tiger standing on the floor.,18.72
190_A tiger standing on the floor._4,A tiger standing on the floor.,16.19
191_A cat standing on a chair._0,A cat standing on a chair.,19.77
191_A cat standing on a chair._1,A cat standing on a chair.,18.50
191_A cat standing on a chair._2,A cat standing on a chair.,19.35
191_A cat standing on a chair._3,A cat standing on a chair.,17.99
191_A cat standing on a chair._4,A cat standing on a chair.,17.83
192_A tiger standing on a table._0,A tiger standing on a table.,17.40
192_A tiger standing on a table._1,A tiger standing on a table.,19.74
192_A tiger standing on a table._2,A tiger standing on a table.,20.59
192_A tiger standing on a table._3,A tiger standing on a table.,19.98
192_A tiger standing on a table._4,A tiger standing on a table.,17.10
193_An elephant standing on a bed._0,An elephant standing on a bed.,19.01
193_An elephant standing on a bed._1,An elephant standing on a bed.,15.34
193_An elephant standing on a bed._2,An elephant standing on a bed.,17.16
193_An elephant standing on a bed._3,An elephant standing on a bed.,20.53
193_An elephant standing on a bed._4,An elephant standing on a bed.,18.21
194_A dog standing on a bed._0,A dog standing on a bed.,16.33
194_A dog standing on a bed._1,A dog standing on a bed.,17.32
194_A dog standing on a bed._2,A dog standing on a bed.,15.81
194_A dog standing on a bed._3,A dog standing on a bed.,14.49
194_A dog standing on a bed._4,A dog standing on a bed.,18.86
195_A dog standing on a chair._0,A dog standing on a chair.,16.82
195_A dog standing on a chair._1,A dog standing on a chair.,19.49
195_A dog standing on a chair._2,A dog standing on a chair.,18.95
195_A dog standing on a chair._3,A dog standing on a chair.,18.52
195_A dog standing on a chair._4,A dog standing on a chair.,17.37
196_A cat standing on the floor._0,A cat standing on the floor.,13.85
196_A cat standing on the floor._1,A cat standing on the floor.,15.00
196_A cat standing on the floor._2,A cat standing on the floor.,13.64
196_A cat standing on the floor._3,A cat standing on the floor.,14.32
196_A cat standing on the floor._4,A cat standing on the floor.,16.56
197_An elephant standing on a chair._0,An elephant standing on a chair.,18.01
197_An elephant standing on a chair._1,An elephant standing on a chair.,12.87
197_An elephant standing on a chair._2,An elephant standing on a chair.,14.52
197_An elephant standing on a chair._3,An elephant standing on a chair.,12.53
197_An elephant standing on a chair._4,An elephant standing on a chair.,18.58
198_A tiger standing on a chair._0,A tiger standing on a chair.,17.64
198_A tiger standing on a chair._1,A tiger standing on a chair.,20.49
198_A tiger standing on a chair._2,A tiger standing on a chair.,14.55
198_A tiger standing on a chair._3,A tiger standing on a chair.,20.40
198_A tiger standing on a chair._4,A tiger standing on a chair.,19.50
199_A squirrel standing on the floor._0,A squirrel standing on the floor.,15.93
199_A squirrel standing on the floor._1,A squirrel standing on the floor.,16.59
199_A squirrel standing on the floor._2,A squirrel standing on the floor.,16.24
199_A squirrel standing on the floor._3,A squirrel standing on the floor.,17.75
199_A squirrel standing on the floor._4,A squirrel standing on the floor.,16.53
200_a white dog with blue eyes playing soccer_0,a white dog with blue eyes playing soccer,18.24
200_a white dog with blue eyes playing soccer_1,a white dog with blue eyes playing soccer,18.63
200_a white dog with blue eyes playing soccer_2,a white dog with blue eyes playing soccer,19.42
200_a white dog with blue eyes playing soccer_3,a white dog with blue eyes playing soccer,19.60
200_a white dog with blue eyes playing soccer_4,a white dog with blue eyes playing soccer,19.03
201_a white dog playing soccer_0,a white dog playing soccer,19.66
201_a white dog playing soccer_1,a white dog playing soccer,18.73
201_a white dog playing soccer_2,a white dog playing soccer,17.77
201_a white dog playing soccer_3,a white dog playing soccer,16.91
201_a white dog playing soccer_4,a white dog playing soccer,20.24
202_a white dog with blue eyes_0,a white dog with blue eyes,17.68
202_a white dog with blue eyes_1,a white dog with blue eyes,16.21
202_a white dog with blue eyes_2,a white dog with blue eyes,19.19
202_a white dog with blue eyes_3,a white dog with blue eyes,16.99
202_a white dog with blue eyes_4,a white dog with blue eyes,19.10
203_a dog_0,a dog,7.30
203_a dog_1,a dog,11.10
203_a dog_2,a dog,3.44
203_a dog_3,a dog,9.82
203_a dog_4,a dog,11.06
204_a dog playing soccer_0,a dog playing soccer,11.94
204_a dog playing soccer_1,a dog playing soccer,17.68
204_a dog playing soccer_2,a dog playing soccer,11.77
204_a dog playing soccer_3,a dog playing soccer,18.83
204_a dog playing soccer_4,a dog playing soccer,18.93
205_a black cat reading a book and a white dog playing soccer_0,a black cat reading a book and a white dog playing soccer,18.40
